bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Jeppesen Holdings, LLC | One stop 1 | Non-Affiliated Issuer","Jeppesen Holdings, LLC","Jeppesen Holdings, LLC",First Lien,,,,2329000.0,2365000.0,2377000.0,,97.98,4.75,8.42,,,False,,,USD,2329000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Jeppesen Holdings, LLC | One stop 2 | Non-Affiliated Issuer","Jeppesen Holdings, LLC","Jeppesen Holdings, LLC",First Lien,,,,-2000.0,-1000.0,0.0,,200.0,,,,,False,,,USD,-2000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 1 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,33694000.0,33529000.0,33853000.0,,99.53,5.0,8.7,,,False,,,USD,33694000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 2 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,11686000.0,11632000.0,11741000.0,,99.53,5.0,8.7,,,False,,,USD,11686000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 3 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,-2000.0,-4000.0,0.0,,50.0,,,,,False,,,USD,-2000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 4 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,53000.0,53000.0,56000.0,,94.64,5.0,8.91,,,False,,,USD,53000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 5 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,6370000.0,6346000.0,6400000.0,,99.53,5.0,8.7,,,False,,,USD,6370000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 6 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,185000.0,185000.0,186000.0,,99.46,5.0,8.7,,,False,,,USD,185000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"PPW Aero Buyer, Inc. | One stop 7 | Non-Affiliated Issuer","PPW Aero Buyer, Inc.","PPW Aero Buyer, Inc.",First Lien,,,,-3000.0,-3000.0,0.0,,100.0,,,,,False,,,USD,-3000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Titan BW Borrower L.P. | One stop 1 | Non-Affiliated Issuer,Titan BW Borrower L.P.,Titan BW Borrower L.P.,First Lien,,,,1994000.0,1999000.0,2017000.0,,98.86,5.38,6.17,,2.88,True,,,USD,1994000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Titan BW Borrower L.P. | One stop 2 | Non-Affiliated Issuer,Titan BW Borrower L.P.,Titan BW Borrower L.P.,First Lien,,,,-3000.0,-3000.0,0.0,,100.0,,,,,False,,,USD,-3000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,Titan BW Borrower L.P. | One stop 3 | Non-Affiliated Issuer,Titan BW Borrower L.P.,Titan BW Borrower L.P.,First Lien,,,,99000.0,100000.0,101000.0,,98.02,4.75,8.42,,,False,,,USD,99000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"RJW Group Holdings, Inc. | One stop 1 | Non-Affiliated Issuer","RJW Group Holdings, Inc.","RJW Group Holdings, Inc.",First Lien,,,,45983000.0,45625000.0,46415000.0,,99.07,5.0,8.7,,,False,,,USD,45983000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"RJW Group Holdings, Inc. | One stop 2 | Non-Affiliated Issuer","RJW Group Holdings, Inc.","RJW Group Holdings, Inc.",First Lien,,,,2900000.0,2876000.0,2931000.0,,98.94,5.0,8.73,,,False,,,USD,2900000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"RJW Group Holdings, Inc. | One stop 3 | Non-Affiliated Issuer","RJW Group Holdings, Inc.","RJW Group Holdings, Inc.",First Lien,,,,1694000.0,1694000.0,1710000.0,,99.06,5.0,8.7,,,False,,,USD,1694000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"RJW Group Holdings, Inc. | One stop 4 | Non-Affiliated Issuer","RJW Group Holdings, Inc.","RJW Group Holdings, Inc.",First Lien,,,,-3000.0,-1000.0,0.0,,300.0,,,,,False,,,USD,-3000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Arnott, LLC | One stop 1 | Non-Affiliated Issuer","Arnott, LLC","Arnott, LLC",First Lien,,,,4543000.0,4676000.0,4712000.0,,96.41,4.75,8.49,,,False,,,USD,4543000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Arnott, LLC | One stop 2 | Non-Affiliated Issuer","Arnott, LLC","Arnott, LLC",First Lien,,,,562000.0,584000.0,590000.0,,95.25,4.75,8.41,,,False,,,USD,562000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Collision SP Subco, LLC | One stop 1 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,2189000.0,2170000.0,2189000.0,,100.0,4.75,8.42,,,False,,,USD,2189000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Collision SP Subco, LLC | One stop 2 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,1278000.0,1268000.0,1278000.0,,100.0,4.75,8.46,,,False,,,USD,1278000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Collision SP Subco, LLC | One stop 3 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,45000.0,42000.0,45000.0,,100.0,4.75,8.42,,,False,,,USD,45000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Collision SP Subco, LLC | One stop 4 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,243000.0,242000.0,243000.0,,100.0,4.75,8.42,,,False,,,USD,243000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Collision SP Subco, LLC | One stop 5 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,558000.0,534000.0,558000.0,,100.0,4.75,8.48,,,False,,,USD,558000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Covercraft Parent III, Inc. | Senior secured 1 | Non-Affiliated Issuer","Covercraft Parent III, Inc.","Covercraft Parent III, Inc.",First Lien,,,,4645000.0,6676000.0,6731000.0,,69.01,5.0,8.27,,0.5,True,,,USD,4645000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Covercraft Parent III, Inc. | Senior secured 2 | Non-Affiliated Issuer","Covercraft Parent III, Inc.","Covercraft Parent III, Inc.",First Lien,,,,940000.0,1346000.0,1362000.0,,69.02,5.0,8.27,,0.5,True,,,USD,940000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Covercraft Parent III, Inc. | Senior secured 3 | Non-Affiliated Issuer","Covercraft Parent III, Inc.","Covercraft Parent III, Inc.",First Lien,,,,128000.0,183000.0,186000.0,,68.82,5.0,8.3,,0.5,True,,,USD,128000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"North Haven Falcon Buyer, LLC | One stop 1 | Non-Affiliated Issuer","North Haven Falcon Buyer, LLC","North Haven Falcon Buyer, LLC",First Lien,,,,-28000.0,-24000.0,0.0,,116.67,,,,,False,,,USD,-28000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"North Haven Falcon Buyer, LLC | One stop 2 | Non-Affiliated Issuer","North Haven Falcon Buyer, LLC","North Haven Falcon Buyer, LLC",First Lien,,,,-28000.0,-24000.0,0.0,,116.67,,,,,False,,,USD,-28000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"North Haven Falcon Buyer, LLC | One stop 3 | Non-Affiliated Issuer","North Haven Falcon Buyer, LLC","North Haven Falcon Buyer, LLC",First Lien,,,,3370000.0,3506000.0,4213000.0,,79.99,7.5,6.14,,5.0,True,,,USD,3370000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"OEConnection, LLC | One stop 1 | Non-Affiliated Issuer","OEConnection, LLC","OEConnection, LLC",First Lien,,,,12296000.0,12201000.0,12249000.0,,100.38,4.5,8.17,,,False,,,USD,12296000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"OEConnection, LLC | One stop 2 | Non-Affiliated Issuer","OEConnection, LLC","OEConnection, LLC",First Lien,,,,3000.0,-6000.0,0.0,,-50.0,,,,,False,,,USD,3000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"OEConnection, LLC | One stop 3 | Non-Affiliated Issuer","OEConnection, LLC","OEConnection, LLC",First Lien,,,,26000.0,-27000.0,0.0,,-96.3,,,,,False,,,USD,26000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CAP-KSI Holdings, LLC | One stop 1 | Non-Affiliated Issuer","CAP-KSI Holdings, LLC","CAP-KSI Holdings, LLC",First Lien,,,,13166000.0,13171000.0,13304000.0,,98.96,5.25,8.94,,,False,,,USD,13166000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CAP-KSI Holdings, LLC | One stop 2 | Non-Affiliated Issuer","CAP-KSI Holdings, LLC","CAP-KSI Holdings, LLC",First Lien,,,,787000.0,787000.0,799000.0,,98.5,5.25,8.94,,,False,,,USD,787000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CG Group Holdings, LLC | One stop 1 | Non-Affiliated Issuer","CG Group Holdings, LLC","CG Group Holdings, LLC",First Lien,,,,46173000.0,46521000.0,46640000.0,,99.0,8.75,10.45,,2.0,True,,,USD,46173000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"CG Group Holdings, LLC | One stop 2 | Non-Affiliated Issuer","CG Group Holdings, LLC","CG Group Holdings, LLC",First Lien,,,,804000.0,809000.0,812000.0,,99.01,8.75,10.42,,2.0,True,,,USD,804000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 1 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,38067000.0,38091000.0,38258000.0,,99.5,5.25,8.92,,,False,,,USD,38067000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 2 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,8872000.0,9014000.0,8917000.0,,99.5,5.25,8.92,,,False,,,USD,8872000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 3 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,2655000.0,2699000.0,2668000.0,,99.51,5.25,8.92,,,False,,,USD,2655000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 4 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1613000.0,1637000.0,1621000.0,,99.51,5.25,8.92,,,False,,,USD,1613000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 5 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1532000.0,1555000.0,1540000.0,,99.48,5.25,8.92,,,False,,,USD,1532000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 6 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1337000.0,1357000.0,1344000.0,,99.48,5.25,8.92,,,False,,,USD,1337000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 7 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1287000.0,1283000.0,1293000.0,,99.54,5.25,8.92,,,False,,,USD,1287000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 8 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1103000.0,1106000.0,1108000.0,,99.55,5.25,8.92,,,False,,,USD,1103000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 9 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1070000.0,1074000.0,1075000.0,,99.53,5.25,8.92,,,False,,,USD,1070000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 10 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1070000.0,1074000.0,1075000.0,,99.53,5.25,8.92,,,False,,,USD,1070000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 11 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,883000.0,886000.0,887000.0,,99.55,5.25,8.92,,,False,,,USD,883000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 12 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,401000.0,400000.0,403000.0,,99.5,5.25,8.92,,,False,,,USD,401000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 13 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,346000.0,346000.0,348000.0,,99.43,5.25,8.92,,,False,,,USD,346000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 14 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1199000.0,1204000.0,1205000.0,,99.5,5.25,8.92,,,False,,,USD,1199000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 15 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,293000.0,292000.0,294000.0,,99.66,5.25,8.92,,,False,,,USD,293000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 16 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,172000.0,172000.0,173000.0,,99.42,5.25,8.92,,,False,,,USD,172000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 17 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,-6000.0,-3000.0,0.0,,200.0,,,,,False,,,USD,-6000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 18 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,86000.0,85000.0,87000.0,,98.85,5.25,8.92,,,False,,,USD,86000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | One stop 19 | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",First Lien,,,,1675000.0,1678000.0,1687000.0,,99.29,5.25,8.92,,,False,,,USD,1675000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Denali Midco 2, LLC | Second lien | Non-Affiliated Issuer","Denali Midco 2, LLC","Denali Midco 2, LLC",Second Lien,,,,12242000.0,12293000.0,12365000.0,,99.01,,,,13.0,True,,,USD,12242000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"High Bar Brands Operating, LLC | Senior secured 1 | Non-Affiliated Issuer","High Bar Brands Operating, LLC","High Bar Brands Operating, LLC",First Lien,,,,-2000.0,-1000.0,0.0,,200.0,,,,,False,,,USD,-2000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"High Bar Brands Operating, LLC | Senior secured 2 | Non-Affiliated Issuer","High Bar Brands Operating, LLC","High Bar Brands Operating, LLC",First Lien,,,,247000.0,249000.0,249000.0,,99.2,5.25,8.95,,,False,,,USD,247000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"High Bar Brands Operating, LLC | Senior secured 3 | Non-Affiliated Issuer","High Bar Brands Operating, LLC","High Bar Brands Operating, LLC",First Lien,,,,1399000.0,1412000.0,1415000.0,,98.87,5.25,8.95,,,False,,,USD,1399000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"High Bar Brands Operating, LLC | Senior secured 4 | Non-Affiliated Issuer","High Bar Brands Operating, LLC","High Bar Brands Operating, LLC",First Lien,,,,291000.0,294000.0,295000.0,,98.64,5.25,8.95,,,False,,,USD,291000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Lincoln Acq Buyer, LLC | One stop 1 | Non-Affiliated Issuer","Lincoln Acq Buyer, LLC","Lincoln Acq Buyer, LLC",First Lien,,,,5000.0,5000.0,5000.0,,100.0,4.5,8.2,,,False,,,USD,5000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Lincoln Acq Buyer, LLC | One stop 2 | Non-Affiliated Issuer","Lincoln Acq Buyer, LLC","Lincoln Acq Buyer, LLC",First Lien,,,,281000.0,280000.0,281000.0,,100.0,4.5,8.2,,,False,,,USD,281000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Lincoln Acq Buyer, LLC | One stop 3 | Non-Affiliated Issuer","Lincoln Acq Buyer, LLC","Lincoln Acq Buyer, LLC",First Lien,,,,34000.0,34000.0,34000.0,,100.0,4.5,8.17,,,False,,,USD,34000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Lincoln Acq Buyer, LLC | One stop 4 | Non-Affiliated Issuer","Lincoln Acq Buyer, LLC","Lincoln Acq Buyer, LLC",First Lien,,,,11000.0,11000.0,11000.0,,100.0,4.5,8.16,,,False,,,USD,11000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"Lincoln Acq Buyer, LLC | One stop 5 | Non-Affiliated Issuer","Lincoln Acq Buyer, LLC","Lincoln Acq Buyer, LLC",First Lien,,,,0.0,-1000.0,0.0,,-0.0,,,,,False,,,USD,0.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 1 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,32067000.0,32685000.0,32721000.0,,98.0,6.25,6.35,,3.75,True,,,USD,32067000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 2 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,3770000.0,3836000.0,3848000.0,,97.97,6.25,6.32,,3.75,True,,,USD,3770000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 3 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,3495000.0,3559000.0,3566000.0,,98.01,6.25,6.32,,3.75,True,,,USD,3495000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 4 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,3416000.0,3473000.0,3486000.0,,97.99,6.25,6.32,,3.75,True,,,USD,3416000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 5 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,2555000.0,2598000.0,2607000.0,,98.01,6.25,6.35,,3.75,True,,,USD,2555000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 6 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,2088000.0,2123000.0,2130000.0,,98.03,6.25,6.32,,3.75,True,,,USD,2088000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 7 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,1925000.0,1955000.0,1965000.0,,97.96,6.25,6.32,,3.75,True,,,USD,1925000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 8 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,708000.0,719000.0,722000.0,,98.06,6.25,6.35,,3.75,True,,,USD,708000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 9 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,520000.0,528000.0,531000.0,,97.93,6.25,6.35,,3.75,True,,,USD,520000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 10 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,396000.0,402000.0,404000.0,,98.02,6.25,6.34,,3.75,True,,,USD,396000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 11 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,258000.0,262000.0,264000.0,,97.73,6.25,6.32,,3.75,True,,,USD,258000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 12 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,198000.0,202000.0,202000.0,,98.02,6.25,6.35,,3.75,True,,,USD,198000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 13 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,87000.0,88000.0,88000.0,,98.86,6.25,6.35,,3.75,True,,,USD,87000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"MOP GM Holding, LLC | One stop 14 | Non-Affiliated Issuer","MOP GM Holding, LLC","MOP GM Holding, LLC",First Lien,,,,86000.0,88000.0,88000.0,,97.73,6.25,6.32,,3.75,True,,,USD,86000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"National Express Wash Parent Holdco, LLC | One stop 1 | Non-Affiliated Issuer","National Express Wash Parent Holdco, LLC","National Express Wash Parent Holdco, LLC",First Lien,,,,922000.0,912000.0,922000.0,,100.0,5.0,8.66,,,False,,,USD,922000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"National Express Wash Parent Holdco, LLC | One stop 2 | Non-Affiliated Issuer","National Express Wash Parent Holdco, LLC","National Express Wash Parent Holdco, LLC",First Lien,,,,13215000.0,13177000.0,13215000.0,,100.0,5.0,8.7,,,False,,,USD,13215000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"National Express Wash Parent Holdco, LLC | One stop 3 | Non-Affiliated Issuer","National Express Wash Parent Holdco, LLC","National Express Wash Parent Holdco, LLC",First Lien,,,,2405000.0,2388000.0,2405000.0,,100.0,5.0,8.59,,,False,,,USD,2405000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"National Express Wash Parent Holdco, LLC | One stop 4 | Non-Affiliated Issuer","National Express Wash Parent Holdco, LLC","National Express Wash Parent Holdco, LLC",First Lien,,,,1273000.0,1268000.0,1273000.0,,100.0,5.0,8.7,,,False,,,USD,1273000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 1 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,26647000.0,28195000.0,28050000.0,,95.0,5.5,9.35,,,False,,,USD,26647000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 2 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,3465000.0,3680000.0,3648000.0,,94.98,5.5,9.35,,,False,,,USD,3465000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 3 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,1227000.0,1291000.0,1291000.0,,95.04,5.5,9.35,,,False,,,USD,1227000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 4 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,817000.0,860000.0,860000.0,,95.0,5.5,9.35,,,False,,,USD,817000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 5 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,610000.0,642000.0,642000.0,,95.02,5.5,9.35,,,False,,,USD,610000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 6 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,272000.0,287000.0,287000.0,,94.77,5.5,9.35,,,False,,,USD,272000.0
GBDC,0001476765,0001476765-26-000033,10-Q,2026-03-31,2026-05-04,"POY Holdings, LLC | One stop 7 | Non-Affiliated Issuer","POY Holdings, LLC","POY Holdings, LLC",First Lien,,,,395000.0,417000.0,418000.0,,94.5,5.5,9.35,,,False,,,USD,395000.0
