bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Cambrex Corporation | First lien senior secured term loan | Non-Affiliated,Cambrex Corporation,Cambrex Corporation,First Lien,,,,916000.0,912000.0,920000.0,,99.57,4.75,,,,False,,,USD,916000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Caris Life Sciences, Inc. | First lien senior secured loan | Non-Affiliated","Caris Life Sciences, Inc.","Caris Life Sciences, Inc.",First Lien,,,,19616000.0,19620000.0,19714000.0,,99.5,5.0,,,,False,,,USD,19616000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Creek Parent, Inc. (dba Catalent) | First lien senior secured loan | Non-Affiliated","Creek Parent, Inc. (dba Catalent)","Creek Parent, Inc. (dba Catalent)",First Lien,,,,111951000.0,110701000.0,112797000.0,,99.25,5.0,,,,False,,,USD,111951000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,CSC MKG Topco LLC (dba Medical Knowledge Group) | First lien senior secured loan | Non-Affiliated,CSC MKG Topco LLC (dba Medical Knowledge Group),CSC MKG Topco LLC (dba Medical Knowledge Group),First Lien,,,,4594000.0,4517000.0,4594000.0,,100.0,5.5,,,,False,,,USD,4594000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Nelipak Holding Company | First lien senior secured loan | Non-Affiliated,Nelipak Holding Company,Nelipak Holding Company,First Lien,,,,29195000.0,29104000.0,29564000.0,,98.75,5.5,,,,False,,,USD,29195000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,NELIPAK EUROPEAN HOLDINGS COÖPERATIEF U.A. | First lien senior secured EUR revolving loan | Non-Affiliated,NELIPAK EUROPEAN HOLDINGS COÖPERATIEF U.A.,NELIPAK EUROPEAN HOLDINGS COÖPERATIEF U.A.,First Lien,,,,49795000.0,46358000.0,44105000.0,,112.9,5.5,,,,False,,,USD,49795000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Packaging Coordinators Midco, Inc. | First lien senior secured loan | Non-Affiliated","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,158131000.0,158034000.0,159730000.0,,99.0,5.0,,,,False,,,USD,158131000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Packaging Coordinators Midco, Inc. | First lien senior secured delayed draw term loan | Non-Affiliated","Packaging Coordinators Midco, Inc.","Packaging Coordinators Midco, Inc.",First Lien,,,,18887000.0,18905000.0,14373000.0,,99.9,5.0,,,,False,,,USD,18887000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Patriot Acquisition TopCo S.À R.L. (dba Corza Health, Inc.) | First lien senior secured loan | Non-Affiliated","Patriot Acquisition TopCo S.À R.L. (dba Corza Health, Inc.)","Patriot Acquisition TopCo S.À R.L. (dba Corza Health, Inc.)",First Lien,,,,143232000.0,142456000.0,143232000.0,,100.0,4.75,,,,False,,,USD,143232000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,PerkinElmer U.S. LLC | First lien senior secured loan | Non-Affiliated,PerkinElmer U.S. LLC,PerkinElmer U.S. LLC,First Lien,,,,25592000.0,25682000.0,25721000.0,,99.5,4.5,,,,False,,,USD,25592000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Rhea Parent, Inc | First lien senior secured loan | Non-Affiliated","Rhea Parent, Inc","Rhea Parent, Inc",First Lien,,,,39763000.0,39806000.0,40164000.0,,99.0,5.0,,,,False,,,USD,39763000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"TBRS, Inc. (dba TEAM Technologies) | First lien senior secured loan | Non-Affiliated","TBRS, Inc. (dba TEAM Technologies)","TBRS, Inc. (dba TEAM Technologies)",First Lien,,,,40721000.0,40615000.0,40925000.0,,99.5,4.75,,,,False,,,USD,40721000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"TBRS, Inc. (dba TEAM Technologies) 2 | First lien senior secured loan | Non-Affiliated","TBRS, Inc. (dba TEAM Technologies) 2","TBRS, Inc. (dba TEAM Technologies) 2",First Lien,,,,415000.0,421000.0,442000.0,,93.89,4.75,,,,False,,,USD,415000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Allied Benefit Systems Intermediate LLC | First lien senior secured loan | Non-Affiliated,Allied Benefit Systems Intermediate LLC,Allied Benefit Systems Intermediate LLC,First Lien,,,,5180000.0,5206000.0,5206000.0,,99.5,5.0,,,,False,,,USD,5180000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Belmont Buyer, Inc. (dba Valenz) | First lien senior secured loan 1 | Non-Affiliated","Belmont Buyer, Inc. (dba Valenz)","Belmont Buyer, Inc. (dba Valenz)",First Lien,,,,4547000.0,4484000.0,4547000.0,,100.0,6.5,,,,False,,,USD,4547000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Belmont Buyer, Inc. (dba Valenz) | First lien senior secured loan 2 | Non-Affiliated","Belmont Buyer, Inc. (dba Valenz)","Belmont Buyer, Inc. (dba Valenz)",First Lien,,,,3089000.0,3059000.0,3112000.0,,99.26,5.25,,,,False,,,USD,3089000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Bristol Hospice L.L.C. | First lien senior secured loan | Non-Affiliated,Bristol Hospice L.L.C.,Bristol Hospice L.L.C.,First Lien,,,,41783000.0,41593000.0,41783000.0,,100.0,5.25,,,,False,,,USD,41783000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Commander Buyer, Inc. (dba CenExel) | First lien senior secured loan | Non-Affiliated","Commander Buyer, Inc. (dba CenExel)","Commander Buyer, Inc. (dba CenExel)",First Lien,,,,55542000.0,55550000.0,55821000.0,,99.5,4.5,,,,False,,,USD,55542000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Confluent Health, LLC | First lien senior secured loan | Non-Affiliated","Confluent Health, LLC","Confluent Health, LLC",First Lien,,,,4374000.0,4785000.0,4888000.0,,89.48,5.0,,,,False,,,USD,4374000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Covetrus, Inc. | Second lien senior secured loan | Non-Affiliated","Covetrus, Inc.","Covetrus, Inc.",Second Lien,,,,30000000.0,28987000.0,30000000.0,,100.0,9.25,,,,False,,,USD,30000000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,dentalcorp Health Services Ltd. (fka Aryeh Bidco Investment Ltd.) | First lien senior secured loan | Non-Affiliated,dentalcorp Health Services Ltd. (fka Aryeh Bidco Investment Ltd.),dentalcorp Health Services Ltd. (fka Aryeh Bidco Investment Ltd.),First Lien,,,,81515000.0,83305000.0,116296000.0,,70.09,5.0,,,,False,,,USD,81515000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Engage Debtco Limited | First lien senior secured loan | Non-Affiliated,Engage Debtco Limited,Engage Debtco Limited,First Lien,,,,1956000.0,2111000.0,2155000.0,,90.77,3.08,,,2.75,True,,,USD,1956000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"KWOL Acquisition, Inc. (dba Worldwide Clinical Trials) | First lien senior secured loan | Non-Affiliated","KWOL Acquisition, Inc. (dba Worldwide Clinical Trials)","KWOL Acquisition, Inc. (dba Worldwide Clinical Trials)",First Lien,,,,117840000.0,117239000.0,118433000.0,,99.5,5.0,,,,False,,,USD,117840000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Lakefield Acquisition Corp. (dba Lakefield Veterinary Group) | First lien senior secured loan | Non-Affiliated,Lakefield Acquisition Corp. (dba Lakefield Veterinary Group),Lakefield Acquisition Corp. (dba Lakefield Veterinary Group),First Lien,,,,693000.0,693000.0,695000.0,,99.71,4.0,,,,False,,,USD,693000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Maple Acquisition, LLC (dba Medicus) | First lien senior secured loan | Non-Affiliated","Maple Acquisition, LLC (dba Medicus)","Maple Acquisition, LLC (dba Medicus)",First Lien,,,,77844000.0,77176000.0,77844000.0,,100.0,4.75,,,,False,,,USD,77844000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,National Dentex Labs LLC (fka Barracuda Dental LLC) | First lien senior secured loan | Non-Affiliated,National Dentex Labs LLC (fka Barracuda Dental LLC),National Dentex Labs LLC (fka Barracuda Dental LLC),First Lien,,,,64962000.0,142633000.0,169568000.0,,38.31,,,,10.0,True,,,USD,64962000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,National Dentex Labs LLC (fka Barracuda Dental LLC) | First lien senior secured delayed draw term loan | Non-Affiliated,National Dentex Labs LLC (fka Barracuda Dental LLC),National Dentex Labs LLC (fka Barracuda Dental LLC),First Lien,,,,7916000.0,14248000.0,23987000.0,,33.0,,,,12.0,True,,,USD,7916000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,National Dentex Labs LLC (fka Barracuda Dental LLC) | First lien senior secured revolving loan | Non-Affiliated,National Dentex Labs LLC (fka Barracuda Dental LLC),National Dentex Labs LLC (fka Barracuda Dental LLC),First Lien,,,,3998000.0,10147000.0,12335000.0,,32.41,,,,9.0,True,,,USD,3998000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Natural Partners, LLC | First lien senior secured loan | Non-Affiliated","Natural Partners, LLC","Natural Partners, LLC",First Lien,,,,6426000.0,6341000.0,6426000.0,,100.0,4.5,,,,False,,,USD,6426000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Nova Women's Health, Inc. | First lien senior secured loan | Non-Affiliated","Nova Women's Health, Inc.","Nova Women's Health, Inc.",First Lien,,,,14608000.0,14567000.0,14682000.0,,99.5,5.25,,,,False,,,USD,14608000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"OB Hospitalist Group, Inc. | First lien senior secured loan | Non-Affiliated","OB Hospitalist Group, Inc.","OB Hospitalist Group, Inc.",First Lien,,,,120286000.0,119560000.0,120286000.0,,100.0,5.5,,,,False,,,USD,120286000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Pacific BidCo Inc. | First lien senior secured loan | Non-Affiliated,Pacific BidCo Inc.,Pacific BidCo Inc.,First Lien,,,,47745000.0,47898000.0,48719000.0,,98.0,5.75,,,,False,,,USD,47745000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PetVet Care Centers, LLC | First lien senior secured loan | Non-Affiliated","PetVet Care Centers, LLC","PetVet Care Centers, LLC",First Lien,,,,113393000.0,128375000.0,130337000.0,,87.0,6.0,,,,False,,,USD,113393000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PetVet Care Centers, LLC | First lien senior secured revolving loan | Non-Affiliated","PetVet Care Centers, LLC","PetVet Care Centers, LLC",First Lien,,,,3111000.0,5325000.0,5490000.0,,56.67,6.0,,,,False,,,USD,3111000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Physician Partners, LLC | First lien senior secured loan 1 | Non-Affiliated","Physician Partners, LLC","Physician Partners, LLC",First Lien,,,,11230000.0,10824000.0,11315000.0,,99.25,6.0,,,,False,,,USD,11230000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Physician Partners, LLC | First lien senior secured loan 2 | Non-Affiliated","Physician Partners, LLC","Physician Partners, LLC",First Lien,,,,5931000.0,4589000.0,6596000.0,,89.92,1.5,,,2.5,True,,,USD,5931000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Plasma Buyer LLC (dba PathGroup) | First lien senior secured loan | Non-Affiliated,Plasma Buyer LLC (dba PathGroup),Plasma Buyer LLC (dba PathGroup),First Lien,,,,809000.0,1347000.0,1512000.0,,53.51,,,,5.75,True,,,USD,809000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Plasma Buyer LLC (dba PathGroup) | First lien senior secured delayed draw term loan | Non-Affiliated,Plasma Buyer LLC (dba PathGroup),Plasma Buyer LLC (dba PathGroup),First Lien,,,,31000.0,29000.0,31000.0,,100.0,,,,6.25,True,,,USD,31000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Plasma Buyer LLC (dba PathGroup) | First lien senior secured revolving loan | Non-Affiliated,Plasma Buyer LLC (dba PathGroup),Plasma Buyer LLC (dba PathGroup),First Lien,,,,87000.0,149000.0,163000.0,,53.37,,,,5.75,True,,,USD,87000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PPV Intermediate Holdings, LLC | First lien senior secured loan | Non-Affiliated","PPV Intermediate Holdings, LLC","PPV Intermediate Holdings, LLC",First Lien,,,,28232000.0,28667000.0,29068000.0,,97.12,5.75,,,,False,,,USD,28232000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PPV Intermediate Holdings, LLC | First lien senior secured delayed draw term loan | Non-Affiliated","PPV Intermediate Holdings, LLC","PPV Intermediate Holdings, LLC",First Lien,,,,1711000.0,1727000.0,1751000.0,,97.72,6.0,,,,False,,,USD,1711000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Premier Imaging, LLC (dba LucidHealth) | First lien senior secured loan | Non-Affiliated","Premier Imaging, LLC (dba LucidHealth)","Premier Imaging, LLC (dba LucidHealth)",First Lien,,,,37965000.0,46824000.0,46872000.0,,81.0,6.0,,,,False,,,USD,37965000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Premise Health Holding Corp. | First lien senior secured loan | Non-Affiliated,Premise Health Holding Corp.,Premise Health Holding Corp.,First Lien,,,,87148000.0,88076000.0,88501000.0,,98.47,4.75,,,,False,,,USD,87148000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Quva Pharma, Inc. | First lien senior secured loan | Non-Affiliated","Quva Pharma, Inc.","Quva Pharma, Inc.",First Lien,,,,66591000.0,67423000.0,68299000.0,,97.5,2.75,,,3.0,True,,,USD,66591000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"SimonMed, Inc. | First lien senior secured loan | Non-Affiliated","SimonMed, Inc.","SimonMed, Inc.",First Lien,,,,529000.0,529000.0,532000.0,,99.44,4.75,,,,False,,,USD,529000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"SimonMed, Inc. | First lien senior secured revolving loan | Non-Affiliated","SimonMed, Inc.","SimonMed, Inc.",First Lien,,,,33000.0,33000.0,33000.0,,100.0,4.75,,,,False,,,USD,33000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Soleo Holdings, Inc. | First lien senior secured loan | Non-Affiliated","Soleo Holdings, Inc.","Soleo Holdings, Inc.",First Lien,,,,71423000.0,71114000.0,71423000.0,,100.0,4.5,,,,False,,,USD,71423000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Soleo Holdings, Inc. | First lien senior secured delayed draw term loan | Non-Affiliated","Soleo Holdings, Inc.","Soleo Holdings, Inc.",First Lien,,,,8573000.0,8514000.0,8573000.0,,100.0,4.5,,,,False,,,USD,8573000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Tivity Health, Inc. | First lien senior secured loan | Non-Affiliated","Tivity Health, Inc.","Tivity Health, Inc.",First Lien,,,,139000.0,139000.0,139000.0,,100.0,5.0,,,,False,,,USD,139000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Unified Women's Healthcare, LP | First lien senior secured loan | Non-Affiliated","Unified Women's Healthcare, LP","Unified Women's Healthcare, LP",First Lien,,,,56738000.0,56545000.0,57023000.0,,99.5,5.0,,,,False,,,USD,56738000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Valeris, Inc. (fka Phantom Purchaser, Inc.) | First lien senior secured loan | Non-Affiliated","Valeris, Inc. (fka Phantom Purchaser, Inc.)","Valeris, Inc. (fka Phantom Purchaser, Inc.)",First Lien,,,,41918000.0,41394000.0,41918000.0,,100.0,5.0,,,,False,,,USD,41918000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Vermont Aus Pty Ltd | First lien senior secured AUD term loan | Non-Affiliated,Vermont Aus Pty Ltd,Vermont Aus Pty Ltd,First Lien,,,,1429000.0,1365000.0,2067000.0,,69.13,4.5,,,,False,,,USD,1429000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"BCPE Osprey Buyer, Inc. (dba PartsSource) | First lien senior secured loan | Non-Affiliated","BCPE Osprey Buyer, Inc. (dba PartsSource)","BCPE Osprey Buyer, Inc. (dba PartsSource)",First Lien,,,,176796000.0,175899000.0,177685000.0,,99.5,5.75,,,,False,,,USD,176796000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"BCPE Osprey Buyer, Inc. (dba PartsSource) | First lien senior secured delayed draw term loan | Non-Affiliated","BCPE Osprey Buyer, Inc. (dba PartsSource)","BCPE Osprey Buyer, Inc. (dba PartsSource)",First Lien,,,,49345000.0,49071000.0,49617000.0,,99.45,5.75,,,,False,,,USD,49345000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CT Technologies Intermediate Holdings, Inc. (& Smart Holdings Corp.) (dba Datavant) | First lien senior secured loan 1 | Non-Affiliated","CT Technologies Intermediate Holdings, Inc. (& Smart Holdings Corp.) (dba Datavant)","CT Technologies Intermediate Holdings, Inc. (& Smart Holdings Corp.) (dba Datavant)",First Lien,,,,87491000.0,86493000.0,87491000.0,,100.0,5.0,,,,False,,,USD,87491000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CT Technologies Intermediate Holdings, Inc. (& Smart Holdings Corp.) (dba Datavant) | First lien senior secured loan 2 | Non-Affiliated","CT Technologies Intermediate Holdings, Inc. (& Smart Holdings Corp.) (dba Datavant)","CT Technologies Intermediate Holdings, Inc. (& Smart Holdings Corp.) (dba Datavant)",First Lien,,,,12631000.0,12638000.0,12694000.0,,99.5,4.75,,,,False,,,USD,12631000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"GI Ranger Intermediate, LLC (dba Rectangle Health) (dba Datavant) | First lien senior secured loan | Non-Affiliated","GI Ranger Intermediate, LLC (dba Rectangle Health) (dba Datavant)","GI Ranger Intermediate, LLC (dba Rectangle Health) (dba Datavant)",First Lien,,,,22237000.0,23987000.0,24504000.0,,90.75,6.0,,,,False,,,USD,22237000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"GI Ranger Intermediate, LLC (dba Rectangle Health) (dba Datavant) | First lien senior secured revolving loan | Non-Affiliated","GI Ranger Intermediate, LLC (dba Rectangle Health) (dba Datavant)","GI Ranger Intermediate, LLC (dba Rectangle Health) (dba Datavant)",First Lien,,,,1002000.0,1176000.0,1191000.0,,84.13,6.0,,,,False,,,USD,1002000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Indikami Bidco, LLC (dba IntegriChain) | First lien senior secured loan | Non-Affiliated","Indikami Bidco, LLC (dba IntegriChain)","Indikami Bidco, LLC (dba IntegriChain)",First Lien,,,,21452000.0,21760000.0,22116000.0,,97.0,4.0,,,2.5,True,,,USD,21452000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Indikami Bidco, LLC (dba IntegriChain) | First lien senior secured delayed draw term loan | Non-Affiliated","Indikami Bidco, LLC (dba IntegriChain)","Indikami Bidco, LLC (dba IntegriChain)",First Lien,,,,324000.0,334000.0,334000.0,,97.01,6.0,,,,False,,,USD,324000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Indikami Bidco, LLC (dba IntegriChain) | First lien senior secured revolving loan | Non-Affiliated","Indikami Bidco, LLC (dba IntegriChain)","Indikami Bidco, LLC (dba IntegriChain)",First Lien,,,,1691000.0,1727000.0,1753000.0,,96.46,6.0,,,,False,,,USD,1691000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Inovalon Holdings, Inc.| First lien senior secured loan | Non-Affiliated","Inovalon Holdings, Inc.","Inovalon Holdings, Inc.",First Lien,,,,148100000.0,155299000.0,155485000.0,,95.25,2.75,,,2.75,True,,,USD,148100000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Inovalon Holdings, Inc. | Second lien senior secured loan | Non-Affiliated","Inovalon Holdings, Inc.","Inovalon Holdings, Inc.",Second Lien,,,,56585000.0,67363000.0,67363000.0,,84.0,,,,8.5,True,,,USD,56585000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Interoperability Bidco, Inc. (dba Lyniate) | First lien senior secured loan | Non-Affiliated","Interoperability Bidco, Inc. (dba Lyniate)","Interoperability Bidco, Inc. (dba Lyniate)",First Lien,,,,70861000.0,71201000.0,71397000.0,,99.25,5.25,,,,False,,,USD,70861000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Klick Inc. | First lien senior secured loan | Non-Affiliated,Klick Inc.,Klick Inc.,First Lien,,,,67146000.0,67170000.0,67484000.0,,99.5,5.0,,,,False,,,USD,67146000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Klick Inc. | First lien senior secured delayed draw term loan | Non-Affiliated,Klick Inc.,Klick Inc.,First Lien,,,,7180000.0,7182000.0,7216000.0,,99.5,5.0,,,,False,,,USD,7180000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Modernizing Medicine, Inc. (dba ModMed) | First lien senior secured loan | Non-Affiliated","Modernizing Medicine, Inc. (dba ModMed)","Modernizing Medicine, Inc. (dba ModMed)",First Lien,,,,781000.0,774000.0,781000.0,,100.0,2.5,,,2.25,True,,,USD,781000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"RL Datix Holdings (USA), Inc. | First lien senior secured loan | Non-Affiliated","RL Datix Holdings (USA), Inc.","RL Datix Holdings (USA), Inc.",First Lien,,,,54737000.0,55713000.0,55712000.0,,98.25,5.0,,,,False,,,USD,54737000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"RL Datix Holdings (USA), Inc. | First lien senior secured GBP term loan | Non-Affiliated","RL Datix Holdings (USA), Inc.","RL Datix Holdings (USA), Inc.",First Lien,,,,33755000.0,34933000.0,25885000.0,,96.63,5.0,,,,False,,,USD,33755000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Salinger Bidco Inc. (dba Surgical Information Systems) | First lien senior secured loan | Non-Affiliated,Salinger Bidco Inc. (dba Surgical Information Systems),Salinger Bidco Inc. (dba Surgical Information Systems),First Lien,,,,40704000.0,40161000.0,40704000.0,,100.0,5.75,,,,False,,,USD,40704000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"HGH Purchaser, Inc. (dba Horizon Services) | First lien senior secured loan | Non-Affiliated","HGH Purchaser, Inc. (dba Horizon Services)","HGH Purchaser, Inc. (dba Horizon Services)",First Lien,,,,182761000.0,196971000.0,197580000.0,,92.5,3.25,,,3.75,True,,,USD,182761000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"HGH Purchaser, Inc. (dba Horizon Services) | First lien senior secured revolving loan | Non-Affiliated","HGH Purchaser, Inc. (dba Horizon Services)","HGH Purchaser, Inc. (dba Horizon Services)",First Lien,,,,12206000.0,13392000.0,13454000.0,,90.72,6.5,,,,False,,,USD,12206000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Mario Midco Holdings, Inc. (dba Len the Plumber) | Unsecured facility | Non-Affiliated","Mario Midco Holdings, Inc. (dba Len the Plumber)","Mario Midco Holdings, Inc. (dba Len the Plumber)",,,,,8184000.0,9354000.0,9544000.0,,85.75,,,,10.75,True,,,USD,8184000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Mario Purchaser, LLC (dba Len the Plumber) | First lien senior secured revolving loan | Non-Affiliated","Mario Purchaser, LLC (dba Len the Plumber)","Mario Purchaser, LLC (dba Len the Plumber)",First Lien,,,,606000.0,742000.0,761000.0,,79.63,5.75,,,,False,,,USD,606000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Mario Purchaser, LLC (dba Len the Plumber) | First lien senior secured loan | Non-Affiliated","Mario Purchaser, LLC (dba Len the Plumber)","Mario Purchaser, LLC (dba Len the Plumber)",First Lien,,,,25743000.0,27541000.0,27981000.0,,92.0,4.0,,,2.0,True,,,USD,25743000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Sentinel Buyer Corp. (dba SimpliSafe) | First lien senior secured loan | Non-Affiliated,Sentinel Buyer Corp. (dba SimpliSafe),Sentinel Buyer Corp. (dba SimpliSafe),First Lien,,,,39809000.0,39938000.0,40313000.0,,98.75,5.0,,,,False,,,USD,39809000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Cornerstone OnDemand, Inc. | Second lien senior secured loan | Non-Affiliated","Cornerstone OnDemand, Inc.","Cornerstone OnDemand, Inc.",Second Lien,,,,92240000.0,154594000.0,160417000.0,,57.5,6.5,,,,False,,,USD,92240000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"IG Investments Holdings, LLC (dba Insight Global) | First lien senior secured loan | Non-Affiliated","IG Investments Holdings, LLC (dba Insight Global)","IG Investments Holdings, LLC (dba Insight Global)",First Lien,,,,111668000.0,110830000.0,111668000.0,,100.0,5.0,,,,False,,,USD,111668000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CHA Vision Holdings, Inc. (fka FR Vision Holdings, Inc.) | First lien senior secured loan | Non-Affiliated","CHA Vision Holdings, Inc. (fka FR Vision Holdings, Inc.)","CHA Vision Holdings, Inc. (fka FR Vision Holdings, Inc.)",First Lien,,,,51169000.0,50659000.0,51169000.0,,100.0,5.0,,,,False,,,USD,51169000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CHA Vision Holdings, Inc. (fka FR Vision Holdings, Inc.) | First lien senior secured revolving loan | Non-Affiliated","CHA Vision Holdings, Inc. (fka FR Vision Holdings, Inc.)","CHA Vision Holdings, Inc. (fka FR Vision Holdings, Inc.)",First Lien,,,,288000.0,277000.0,288000.0,,100.0,5.0,,,,False,,,USD,288000.0
