bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,GI Apple Midco LLC (dba Atlas Technical Consultants) | First lien senior secured loan | Non-Affiliated,GI Apple Midco LLC (dba Atlas Technical Consultants),GI Apple Midco LLC (dba Atlas Technical Consultants),First Lien,,,,897000.0,913000.0,922000.0,,97.29,6.75,,,,False,,,USD,897000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,GI Apple Midco LLC (dba Atlas Technical Consultants) | First lien senior secured revolving loan | Non-Affiliated,GI Apple Midco LLC (dba Atlas Technical Consultants),GI Apple Midco LLC (dba Atlas Technical Consultants),First Lien,,,,71000.0,73000.0,74000.0,,95.95,6.75,,,,False,,,USD,71000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Peachtree Buyer, Inc. (dba Pond & Company) | First lien senior secured loan | Non-Affiliated","Peachtree Buyer, Inc. (dba Pond & Company)","Peachtree Buyer, Inc. (dba Pond & Company)",First Lien,,,,37682000.0,37689000.0,38062000.0,,99.0,5.0,,,,False,,,USD,37682000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Peachtree Buyer, Inc. (dba Pond & Company) | First lien senior secured revolving loan | Non-Affiliated","Peachtree Buyer, Inc. (dba Pond & Company)","Peachtree Buyer, Inc. (dba Pond & Company)",First Lien,,,,244000.0,258000.0,276000.0,,88.41,4.5,,,,False,,,USD,244000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Tamarack Intermediate, L.L.C. (dba Verisk 3E) | First lien senior secured loan | Non-Affiliated","Tamarack Intermediate, L.L.C. (dba Verisk 3E)","Tamarack Intermediate, L.L.C. (dba Verisk 3E)",First Lien,,,,1190000.0,1201000.0,1214000.0,,98.02,4.95,,,,False,,,USD,1190000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Tamarack Intermediate, L.L.C. (dba Verisk 3E) | First lien senior secured delayed draw term loan 1 | Non-Affiliated","Tamarack Intermediate, L.L.C. (dba Verisk 3E)","Tamarack Intermediate, L.L.C. (dba Verisk 3E)",First Lien,,,,225000.0,230000.0,233000.0,,96.57,5.0,,,,False,,,USD,225000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Tamarack Intermediate, L.L.C. (dba Verisk 3E) | First lien senior secured delayed draw term loan 2 | Non-Affiliated","Tamarack Intermediate, L.L.C. (dba Verisk 3E)","Tamarack Intermediate, L.L.C. (dba Verisk 3E)",First Lien,,,,132000.0,133000.0,135000.0,,97.78,4.81,,,,False,,,USD,132000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,VCI Asset Holdings LLC | First lien senior secured loan | Non-Affiliated,VCI Asset Holdings LLC,VCI Asset Holdings LLC,First Lien,,,,86701000.0,80675000.0,81409000.0,,106.5,10.0,,,,False,,,USD,86701000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Vessco Midco Holdings, LLC | First lien senior secured loan 1 | Non-Affiliated","Vessco Midco Holdings, LLC","Vessco Midco Holdings, LLC",First Lien,,,,45722000.0,45218000.0,45722000.0,,100.0,4.5,,,,False,,,USD,45722000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Vessco Midco Holdings, LLC | First lien senior secured loan 2 | Non-Affiliated","Vessco Midco Holdings, LLC","Vessco Midco Holdings, LLC",First Lien,,,,29530000.0,29344000.0,29530000.0,,100.0,4.5,,,,False,,,USD,29530000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,AmeriLife Holdings LLC | First lien senior secured loan | Non-Affiliated,AmeriLife Holdings LLC,AmeriLife Holdings LLC,First Lien,,,,13174000.0,13062000.0,13273000.0,,99.25,5.0,,,,False,,,USD,13174000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,AmeriLife Holdings LLC | First lien senior secured revolving loan | Non-Affiliated,AmeriLife Holdings LLC,AmeriLife Holdings LLC,First Lien,,,,243000.0,247000.0,250000.0,,97.2,5.0,,,,False,,,USD,243000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Brightway Holdings, LLC | First lien senior secured loan | Non-Affiliated","Brightway Holdings, LLC","Brightway Holdings, LLC",First Lien,,,,51782000.0,51652000.0,51782000.0,,100.0,5.0,,,,False,,,USD,51782000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Diamond Mezzanine 24 LLC (dba United Risk) | First lien senior secured loan | Non-Affiliated,Diamond Mezzanine 24 LLC (dba United Risk),Diamond Mezzanine 24 LLC (dba United Risk),First Lien,,,,25038000.0,24825000.0,25038000.0,,100.0,4.5,,,,False,,,USD,25038000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Evolution BuyerCo, Inc. (dba SIAA) | First lien senior secured loan | Non-Affiliated","Evolution BuyerCo, Inc. (dba SIAA)","Evolution BuyerCo, Inc. (dba SIAA)",First Lien,,,,414000.0,409000.0,414000.0,,100.0,4.75,,,,False,,,USD,414000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Integrity Marketing Acquisition, LLC | First lien senior secured loan | Non-Affiliated","Integrity Marketing Acquisition, LLC","Integrity Marketing Acquisition, LLC",First Lien,,,,96938000.0,96179000.0,96938000.0,,100.0,5.0,,,,False,,,USD,96938000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"KUSRP Intermediate, Inc. (dba U.S. Retirement and Benefits Partners) | First lien senior secured loan | Non-Affiliated","KUSRP Intermediate, Inc. (dba U.S. Retirement and Benefits Partners)","KUSRP Intermediate, Inc. (dba U.S. Retirement and Benefits Partners)",First Lien,,,,72349000.0,71799000.0,72349000.0,,100.0,,,,10.5,True,,,USD,72349000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Norvax, LLC (dba GoHealth) | First lien senior secured loan | Non-Affiliated","Norvax, LLC (dba GoHealth)","Norvax, LLC (dba GoHealth)",First Lien,,,,410000.0,2259000.0,2483000.0,,16.51,,,,6.5,True,,,USD,410000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Norvax, LLC (dba GoHealth) | First lien senior secured revolving loan | Non-Affiliated","Norvax, LLC (dba GoHealth)","Norvax, LLC (dba GoHealth)",First Lien,,,,0.0,1577000.0,4184000.0,,0.0,,,,8.25,True,,,USD,0.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Simplicity Financial Marketing Group Holdings, Inc. | First lien senior secured loan | Non-Affiliated","Simplicity Financial Marketing Group Holdings, Inc.","Simplicity Financial Marketing Group Holdings, Inc.",First Lien,,,,49977000.0,50028000.0,50615000.0,,98.74,5.0,,,,False,,,USD,49977000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"THG Acquisition, LLC (dba Hilb) | First lien senior secured loan | Non-Affiliated","THG Acquisition, LLC (dba Hilb)","THG Acquisition, LLC (dba Hilb)",First Lien,,,,42563000.0,42692000.0,43157000.0,,98.62,4.75,,,,False,,,USD,42563000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Trucordia Insurance Holdings, LLC | Second lien senior secured loan | Non-Affiliated","Trucordia Insurance Holdings, LLC","Trucordia Insurance Holdings, LLC",Second Lien,,,,135375000.0,148639000.0,150000000.0,,90.25,5.75,,,,False,,,USD,135375000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Truist Insurance Holdings, LLC | First lien senior secured revolving loan | Non-Affiliated","Truist Insurance Holdings, LLC","Truist Insurance Holdings, LLC",First Lien,,,,24000.0,51000.0,51000.0,,47.06,3.25,,,,False,,,USD,24000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"USRP Holdings, Inc. (dba U.S. Retirement and Benefits Partners) | First lien senior secured loan | Non-Affiliated","USRP Holdings, Inc. (dba U.S. Retirement and Benefits Partners)","USRP Holdings, Inc. (dba U.S. Retirement and Benefits Partners)",First Lien,,,,51040000.0,50708000.0,51040000.0,,100.0,4.75,,,,False,,,USD,51040000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"AI Titan Parent, Inc. (dba Prometheus Group) | First lien senior secured loan | Non-Affiliated","AI Titan Parent, Inc. (dba Prometheus Group)","AI Titan Parent, Inc. (dba Prometheus Group)",First Lien,,,,7666000.0,7711000.0,7887000.0,,97.2,4.5,,,,False,,,USD,7666000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"AlphaSense, Inc. | First lien senior secured loan | Non-Affiliated","AlphaSense, Inc.","AlphaSense, Inc.",First Lien,,,,703000.0,702000.0,707000.0,,99.43,6.25,,,,False,,,USD,703000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Anaplan, Inc. | First lien senior secured loan | Non-Affiliated","Anaplan, Inc.","Anaplan, Inc.",First Lien,,,,62325000.0,63435000.0,63435000.0,,98.25,4.5,,,,False,,,USD,62325000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Aptean Acquiror, Inc. (dba Aptean) | First lien senior secured loan | Non-Affiliated","Aptean Acquiror, Inc. (dba Aptean)","Aptean Acquiror, Inc. (dba Aptean)",First Lien,,,,18910000.0,19158000.0,19480000.0,,97.07,4.75,,,,False,,,USD,18910000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Auctane, Inc. (f/k/a Stamps.com Inc.) | First lien senior secured loan | Non-Affiliated","Auctane, Inc. (f/k/a Stamps.com Inc.)","Auctane, Inc. (f/k/a Stamps.com Inc.)",First Lien,,,,24256000.0,24259000.0,24625000.0,,98.5,5.75,,,,False,,,USD,24256000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Armstrong Bidco Limited | First lien senior secured GBP term loan | Non-Affiliated,Armstrong Bidco Limited,Armstrong Bidco Limited,First Lien,,,,2376000.0,2243000.0,1846000.0,,128.71,5.25,,,,False,,,USD,2376000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Artifact Bidco, Inc. (dba Avetta) | First lien senior secured loan | Non-Affiliated","Artifact Bidco, Inc. (dba Avetta)","Artifact Bidco, Inc. (dba Avetta)",First Lien,,,,11981000.0,11918000.0,12011000.0,,99.75,4.15,,,,False,,,USD,11981000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Azurite Intermediate Holdings, Inc. (dba Alteryx, Inc.) | First lien senior secured loan | Non-Affiliated","Azurite Intermediate Holdings, Inc. (dba Alteryx, Inc.)","Azurite Intermediate Holdings, Inc. (dba Alteryx, Inc.)",First Lien,,,,15502000.0,15568000.0,15778000.0,,98.25,6.0,,,,False,,,USD,15502000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Barracuda Parent, LLC | First lien senior secured loan | Non-Affiliated","Barracuda Parent, LLC","Barracuda Parent, LLC",First Lien,,,,8511000.0,11986000.0,12601000.0,,67.54,4.5,,,,False,,,USD,8511000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Bayshore Intermediate #2, L.P. (dba Boomi) | First lien senior secured loan | Non-Affiliated","Bayshore Intermediate #2, L.P. (dba Boomi)","Bayshore Intermediate #2, L.P. (dba Boomi)",First Lien,,,,88662000.0,90055000.0,90241000.0,,98.25,2.5,,,3.0,True,,,USD,88662000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Bayshore Intermediate #2, L.P. (dba Boomi) | First lien senior secured revolving loan | Non-Affiliated","Bayshore Intermediate #2, L.P. (dba Boomi)","Bayshore Intermediate #2, L.P. (dba Boomi)",First Lien,,,,3475000.0,3594000.0,3605000.0,,96.39,5.0,,,,False,,,USD,3475000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"BCTO WIW Holdings, Inc. (dba When I Work) | Senior convertible notes | Non-Affiliated","BCTO WIW Holdings, Inc. (dba When I Work)","BCTO WIW Holdings, Inc. (dba When I Work)",,,,,4694000.0,4694000.0,0.0,4871573.0,100.0,,,,5.5,True,,,USD,4694000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,By Light Professional IT Services LLC | First lien senior secured loan | Non-Affiliated,By Light Professional IT Services LLC,By Light Professional IT Services LLC,First Lien,,,,43970000.0,44992000.0,45622000.0,,96.38,5.5,,,,False,,,USD,43970000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Catalis Intermediate, Inc. (fka GovBrands Intermediate, Inc.) | First lien senior secured loan | Non-Affiliated","Catalis Intermediate, Inc. (fka GovBrands Intermediate, Inc.)","Catalis Intermediate, Inc. (fka GovBrands Intermediate, Inc.)",First Lien,,,,21229000.0,21957000.0,22230000.0,,95.5,5.25,,,,False,,,USD,21229000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CivicPlus, LLC | First lien senior secured loan | Non-Affiliated","CivicPlus, LLC","CivicPlus, LLC",First Lien,,,,78145000.0,79481000.0,79806000.0,,97.92,3.25,,,2.75,True,,,USD,78145000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Clearwater Analytics Holdings, Inc. | First lien senior secured loan | Non-Affiliated","Clearwater Analytics Holdings, Inc.","Clearwater Analytics Holdings, Inc.",First Lien,,,,38210000.0,38210000.0,38402000.0,,99.5,4.5,,,,False,,,USD,38210000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Coupa Holdings, LLC | First lien senior secured loan | Non-Affiliated","Coupa Holdings, LLC","Coupa Holdings, LLC",First Lien,,,,1616000.0,1667000.0,1679000.0,,96.25,5.25,,,,False,,,USD,1616000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Coupa Holdings, LLC | First lien senior secured revolving loan | Non-Affiliated","Coupa Holdings, LLC","Coupa Holdings, LLC",First Lien,,,,68000.0,72000.0,72000.0,,94.44,5.25,,,,False,,,USD,68000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"CP PIK DEBT ISSUER, LLC (dba CivicPlus, LLC) | Unsecured notes | Non-Affiliated","CP PIK DEBT ISSUER, LLC (dba CivicPlus, LLC)","CP PIK DEBT ISSUER, LLC (dba CivicPlus, LLC)",,,,,22645000.0,22849000.0,23049000.0,,98.25,,,,11.75,True,,,USD,22645000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Crewline Buyer, Inc. (dba New Relic) | First lien senior secured loan | Non-Affiliated","Crewline Buyer, Inc. (dba New Relic)","Crewline Buyer, Inc. (dba New Relic)",First Lien,,,,143509000.0,144686000.0,146812000.0,,97.75,6.75,,,,False,,,USD,143509000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Denali Intermediate Holdings, Inc. (dba Dun & Bradstreet) | First lien senior secured loan | Non-Affiliated","Denali Intermediate Holdings, Inc. (dba Dun & Bradstreet)","Denali Intermediate Holdings, Inc. (dba Dun & Bradstreet)",First Lien,,,,72016000.0,77224000.0,78370000.0,,91.89,5.5,,,,False,,,USD,72016000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"EET Buyer, Inc. (dba e-Emphasys) | First lien senior secured loan | Non-Affiliated","EET Buyer, Inc. (dba e-Emphasys)","EET Buyer, Inc. (dba e-Emphasys)",First Lien,,,,14814000.0,14920000.0,15039000.0,,98.5,5.5,,,,False,,,USD,14814000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Einstein Parent, Inc. (dba Smartsheet) | First lien senior secured loan | Non-Affiliated","Einstein Parent, Inc. (dba Smartsheet)","Einstein Parent, Inc. (dba Smartsheet)",First Lien,,,,42627000.0,43008000.0,43387000.0,,98.25,5.25,,,,False,,,USD,42627000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Flexera Software LLC | First lien senior secured EUR term loan | Non-Affiliated,Flexera Software LLC,Flexera Software LLC,First Lien,,,,5908000.0,6194000.0,5300000.0,,111.47,4.5,,,,False,,,USD,5908000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Flexera Software LLC | First lien senior secured loan | Non-Affiliated,Flexera Software LLC,Flexera Software LLC,First Lien,,,,17124000.0,17524000.0,17563000.0,,97.5,4.5,,,,False,,,USD,17124000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Granicus, Inc. | First lien senior secured loan | Non-Affiliated","Granicus, Inc.","Granicus, Inc.",First Lien,,,,17743000.0,17762000.0,17968000.0,,98.75,3.5,,,2.25,True,,,USD,17743000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Granicus, Inc. | First lien senior secured delayed draw term loan | Non-Affiliated","Granicus, Inc.","Granicus, Inc.",First Lien,,,,2601000.0,2628000.0,2668000.0,,97.49,3.0,,,2.25,True,,,USD,2601000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Granicus, Inc. | First lien senior secured revolving loan | Non-Affiliated","Granicus, Inc.","Granicus, Inc.",First Lien,,,,167000.0,190000.0,197000.0,,84.77,4.25,,,,False,,,USD,167000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"GS Acquisitionco, Inc. (dba insightsoftware) I First lien senior secured loan | Non-Affiliated","GS Acquisitionco, Inc. (dba insightsoftware)","GS Acquisitionco, Inc. (dba insightsoftware)",First Lien,,,,9275000.0,9535000.0,9686000.0,,95.76,5.25,,,,False,,,USD,9275000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,H&F Opportunities LUX III S.À R.L (dba Checkmarx) | First lien senior secured loan | Non-Affiliated,H&F Opportunities LUX III S.À R.L (dba Checkmarx),H&F Opportunities LUX III S.À R.L (dba Checkmarx),First Lien,,,,16122000.0,16233000.0,16367000.0,,98.5,6.5,,,,False,,,USD,16122000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Hyland Software, Inc | First lien senior secured loan | Non-Affiliated","Hyland Software, Inc","Hyland Software, Inc",First Lien,,,,63822000.0,65796000.0,65796000.0,,97.0,4.75,,,,False,,,USD,63822000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Icefall Parent, Inc. (dba EngageSmart) | First lien senior secured loan | Non-Affiliated","Icefall Parent, Inc. (dba EngageSmart)","Icefall Parent, Inc. (dba EngageSmart)",First Lien,,,,4166000.0,4197000.0,4197000.0,,99.26,4.5,,,,False,,,USD,4166000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Jawbreaker Parent, Inc. | First lien senior secured loan | Non-Affiliated","Jawbreaker Parent, Inc.","Jawbreaker Parent, Inc.",First Lien,,,,60544000.0,61139000.0,61466000.0,,98.5,4.75,,,,False,,,USD,60544000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"JS Parent, Inc. (dba Jama Software) | First lien senior secured loan | Non-Affiliated","JS Parent, Inc. (dba Jama Software)","JS Parent, Inc. (dba Jama Software)",First Lien,,,,896000.0,892000.0,896000.0,,100.0,4.75,,,,False,,,USD,896000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Litera Bidco LLC | First lien senior secured loan | Non-Affiliated,Litera Bidco LLC,Litera Bidco LLC,First Lien,,,,147760000.0,149981000.0,150434000.0,,98.22,5.0,,,,False,,,USD,147760000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Matterhorn Finco, Inc. (dba Nexthink) | First lien senior secured loan | Non-Affiliated","Matterhorn Finco, Inc. (dba Nexthink)","Matterhorn Finco, Inc. (dba Nexthink)",First Lien,,,,34293000.0,34299000.0,34466000.0,,99.5,5.5,,,,False,,,USD,34293000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Ministry Brands Holdings, LLC | First lien senior secured loan | Non-Affiliated","Ministry Brands Holdings, LLC","Ministry Brands Holdings, LLC",First Lien,,,,11525000.0,11614000.0,11821000.0,,97.5,5.5,,,,False,,,USD,11525000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,NSCALE SERVICES UK LTD | First lien senior secured delayed draw term loan | Non-Affiliated,NSCALE SERVICES UK LTD,NSCALE SERVICES UK LTD,First Lien,,,,900000.0,831000.0,1397000.0,,64.42,5.0,,,,False,,,USD,900000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Onward Acquireco, Inc. (dba OneStream) | First lien senior secured loan | Non-Affiliated","Onward Acquireco, Inc. (dba OneStream)","Onward Acquireco, Inc. (dba OneStream)",First Lien,,,,59902000.0,59910000.0,60128000.0,,99.62,2.38,,,2.68,True,,,USD,59902000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PDI TA Holdings, Inc. | First lien senior secured loan | Non-Affiliated","PDI TA Holdings, Inc.","PDI TA Holdings, Inc.",First Lien,,,,20834000.0,21416000.0,21815000.0,,95.5,3.5,,,2.5,True,,,USD,20834000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"PDI TA Holdings, Inc. | First lien senior secured revolving loan | Non-Affiliated","PDI TA Holdings, Inc.","PDI TA Holdings, Inc.",First Lien,,,,1742000.0,1811000.0,1824000.0,,95.5,5.5,,,,False,,,USD,1742000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"QAD, Inc. | First lien senior secured loan | Non-Affiliated","QAD, Inc.","QAD, Inc.",First Lien,,,,68573000.0,68785000.0,69265000.0,,99.0,4.75,,,,False,,,USD,68573000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Securonix, Inc. | First lien senior secured loan | Non-Affiliated","Securonix, Inc.","Securonix, Inc.",First Lien,,,,1399000.0,1699000.0,1794000.0,,77.98,4.0,,,3.75,True,,,USD,1399000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Securonix, Inc. | First lien senior secured revolving loan | Non-Affiliated","Securonix, Inc.","Securonix, Inc.",First Lien,,,,35000.0,90000.0,102000.0,,34.31,7.0,,,,False,,,USD,35000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Sitecore Holding III A/S | First lien senior secured loan | Non-Affiliated,Sitecore Holding III A/S,Sitecore Holding III A/S,First Lien,,,,4448000.0,4557000.0,4574000.0,,97.25,6.0,,,,False,,,USD,4448000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Sitecore Holding III A/S | First lien senior secured EUR term loan | Non-Affiliated,Sitecore Holding III A/S,Sitecore Holding III A/S,First Lien,,,,29333000.0,27823000.0,26382000.0,,111.19,6.0,,,,False,,,USD,29333000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Sitecore USA, Inc. | First lien senior secured loan | Non-Affiliated","Sitecore USA, Inc.","Sitecore USA, Inc.",First Lien,,,,26818000.0,27472000.0,27576000.0,,97.25,6.0,,,,False,,,USD,26818000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Spaceship Purchaser, Inc. (dba Squarespace) | First lien senior secured loan | Non-Affiliated","Spaceship Purchaser, Inc. (dba Squarespace)","Spaceship Purchaser, Inc. (dba Squarespace)",First Lien,,,,12660000.0,12788000.0,12788000.0,,99.0,3.75,,,,False,,,USD,12660000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Themis Solutions Inc. (dba Clio) | First lien senior secured loan | Non-Affiliated,Themis Solutions Inc. (dba Clio),Themis Solutions Inc. (dba Clio),First Lien,,,,8795000.0,8894000.0,8975000.0,,97.99,1.75,,,3.75,True,,,USD,8795000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Thunder Purchaser, Inc. (dba Vector Solutions) | First lien senior secured loan | Non-Affiliated","Thunder Purchaser, Inc. (dba Vector Solutions)","Thunder Purchaser, Inc. (dba Vector Solutions)",First Lien,,,,95007000.0,96071000.0,96699000.0,,98.25,5.25,,,,False,,,USD,95007000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Zendesk, Inc. | First lien senior secured loan | Non-Affiliated","Zendesk, Inc.","Zendesk, Inc.",First Lien,,,,112859000.0,115298000.0,116650000.0,,96.75,5.0,,,,False,,,USD,112859000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Aerosmith Bidco 1 Limited (dba Audiotonix) | First lien senior secured loan | Non-Affiliated,Aerosmith Bidco 1 Limited (dba Audiotonix),Aerosmith Bidco 1 Limited (dba Audiotonix),First Lien,,,,174694000.0,172429000.0,174694000.0,,100.0,5.25,,,,False,,,USD,174694000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Aerosmith Bidco 1 Limited (dba Audiotonix) | First lien senior secured delayed draw term loan | Non-Affiliated,Aerosmith Bidco 1 Limited (dba Audiotonix),Aerosmith Bidco 1 Limited (dba Audiotonix),First Lien,,,,43934000.0,43451000.0,43934000.0,,100.0,5.25,,,,False,,,USD,43934000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Eternal Buyer, LLC (dba Wedgewood Weddings) | First lien senior secured loan | Non-Affiliated","Eternal Buyer, LLC (dba Wedgewood Weddings)","Eternal Buyer, LLC (dba Wedgewood Weddings)",First Lien,,,,34564000.0,34584000.0,34738000.0,,99.5,4.25,,,,False,,,USD,34564000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,"Troon Golf, L.L.C. | First lien senior secured loan | Non-Affiliated","Troon Golf, L.L.C.","Troon Golf, L.L.C.",First Lien,,,,85785000.0,85247000.0,85785000.0,,100.0,4.5,,,,False,,,USD,85785000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Loparex Midco B.V. | First lien senior secured loan | Non-Affiliated,Loparex Midco B.V.,Loparex Midco B.V.,First Lien,,,,802000.0,782000.0,782000.0,,102.56,6.0,,,,False,,,USD,802000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Loparex Midco B.V. 1 | First lien senior secured loan | Non-Affiliated,Loparex Midco B.V. 1,Loparex Midco B.V. 1,First Lien,,,,886000.0,3934000.0,4122000.0,,21.49,4.5,,,,False,,,USD,886000.0
OBDC,0001655888,0001655888-26-000056,10-Q,2026-06-30,2026-08-05,Loparex Midco B.V. | Second lien senior secured loan | Non-Affiliated,Loparex Midco B.V.,Loparex Midco B.V.,Second Lien,,,,5600000.0,110162000.0,112000000.0,,5.0,8.75,,,,False,,,USD,5600000.0
