bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,ClubCorp Club Operations Inc | Consumer Services 3,ClubCorp Club Operations Inc,ClubCorp Club Operations Inc,,Consumer Services,,,3067282.339360161,3067282.339360161,3067282.339360161,,100.0,5.0,,,,False,,,USD,3400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Com Laude Group Ltd | Software & Services 1,Com Laude Group Ltd,Com Laude Group Ltd,,Software & Services,,,14073413.086476034,14344055.645831343,14344055.645831343,,98.11,5.0,,,,False,,,USD,15600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Com Laude Group Ltd | Software & Services 2,Com Laude Group Ltd,Com Laude Group Ltd,,Software & Services,,,2796639.780004853,2796639.780004853,2796639.780004853,,100.0,5.0,,,,False,,,USD,3100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Com Laude Group Ltd | Software & Services 3,Com Laude Group Ltd,Com Laude Group Ltd,,Software & Services,,,1082570.2374212334,1172784.4238730029,1172784.4238730029,,92.31,5.0,,,,False,,,USD,1200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Com Laude Group Ltd | Software & Services 4,Com Laude Group Ltd,Com Laude Group Ltd,,Software & Services,,,2616211.407101314,2706425.5935530835,2706425.5935530835,,96.67,5.3,,,,False,,,USD,2900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Community Brands Inc | Software & Services 1,Community Brands Inc,Community Brands Inc,,Software & Services,,,43844094.61555995,46009235.09040242,46279877.64975773,,94.74,5.3,,,,False,,,USD,48600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Community Brands Inc | Software & Services 2,Community Brands Inc,Community Brands Inc,,Software & Services,,,3247710.7122637,3428139.085167239,3428139.085167239,,94.74,5.3,,,,False,,,USD,3600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Conservice LLC | Software & Services 1,Conservice LLC,Conservice LLC,,Software & Services,,,11186559.120019412,11366987.49292295,11366987.49292295,,98.41,4.5,,,,False,,,USD,12400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Conservice LLC | Software & Services 2,Conservice LLC,Conservice LLC,,Software & Services,,,1533641.1696800806,1533641.1696800806,1533641.1696800806,,100.0,4.5,,,,False,,,USD,1700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Consilium Safety Group AB | Capital Goods,Consilium Safety Group AB,Consilium Safety Group AB,,Capital Goods,,,9562703.763887562,9472489.577435791,8840990.272273406,,108.16,5.5,,,0.0,False,,,USD,10600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Corsearch Intermediate Inc | Software & Services,Corsearch Intermediate Inc,Corsearch Intermediate Inc,,Software & Services,,,23996973.596170675,26432756.63036845,27154470.121982604,,88.37,5.5,,,,False,,,USD,26600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CSafe Global | Transportation 1,CSafe Global,CSafe Global,,Transportation,,,78125485.46723235,78035271.28078057,78125485.46723235,,100.0,5.8,,,,False,,,USD,86600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CSafe Global | Transportation 2,CSafe Global,CSafe Global,,Transportation,,,18133051.47680566,17591766.358095042,13712556.340668956,,103.08,5.8,,,,False,,,USD,20100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CSafe Global | Transportation 3,CSafe Global,CSafe Global,,Transportation,,,3428139.085167239,3428139.085167239,3428139.085167239,,100.0,5.8,,,,False,,,USD,3800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CSafe Global | Transportation 4,CSafe Global,CSafe Global,,Transportation,,,6946492.356786247,6946492.356786247,6946492.356786247,,100.0,5.8,,,,False,,,USD,7700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cyncly Refinancing | Software & Services 1,Cyncly Refinancing,Cyncly Refinancing,,Software & Services,,,721713.4916141556,721713.4916141556,721713.4916141556,,100.0,4.8,,,,False,,,USD,800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cyncly Refinancing | Software & Services 2,Cyncly Refinancing,Cyncly Refinancing,,Software & Services,,,2706425.5935530835,2886853.9664566224,2886853.9664566224,,93.75,4.8,,,0.0,False,,,USD,3000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cyncly Refinancing | Software & Services 3,Cyncly Refinancing,Cyncly Refinancing,,Software & Services,,,3428139.085167239,3518353.2716190084,3518353.2716190084,,97.44,4.8,,,,False,,,USD,3800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dedalus Finance GmbH | Software & Services,Dedalus Finance GmbH,Dedalus Finance GmbH,,Software & Services,,,992356.050969464,992356.050969464,902141.8645176946,,110.0,3.8,,,,False,,,USD,1100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental Care Alliance Inc | Health Care Equipment & Services 1,Dental Care Alliance Inc,Dental Care Alliance Inc,,Health Care Equipment & Services,,,57195794.21042183,65134642.61817754,66758497.97430939,,85.68,8.4,,,,False,,,USD,63400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental Care Alliance Inc | Health Care Equipment & Services 2,Dental Care Alliance Inc,Dental Care Alliance Inc,,Health Care Equipment & Services,,,26703399.189723756,31123894.32586046,31123894.32586046,,85.8,6.4,,,,False,,,USD,29600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental365 LLC | Health Care Equipment & Services 1,Dental365 LLC,Dental365 LLC,,Health Care Equipment & Services,,,23545902.663911827,23545902.663911827,23545902.663911827,,100.0,5.0,,,,False,,,USD,26100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental365 LLC | Health Care Equipment & Services 2,Dental365 LLC,Dental365 LLC,,Health Care Equipment & Services,,,12269129.357440645,12269129.357440645,12269129.357440645,,100.0,5.0,,,,False,,,USD,13600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental365 LLC | Health Care Equipment & Services 3,Dental365 LLC,Dental365 LLC,,Health Care Equipment & Services,,,4600923.509040242,4600923.509040242,4600923.509040242,,100.0,5.0,,,,False,,,USD,5100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental365 LLC | Health Care Equipment & Services 4,Dental365 LLC,Dental365 LLC,,Health Care Equipment & Services,,,1714069.5425836195,1714069.5425836195,1714069.5425836195,,100.0,5.0,,,,False,,,USD,1900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DOXA Insurance Holdings LLC | Insurance 1,DOXA Insurance Holdings LLC,DOXA Insurance Holdings LLC,,Insurance,,,811927.678065925,811927.678065925,811927.678065925,,100.0,4.5,,,,False,,,USD,900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DOXA Insurance Holdings LLC | Insurance 2,DOXA Insurance Holdings LLC,DOXA Insurance Holdings LLC,,Insurance,,,38972528.5471644,39062742.73361617,39152956.92006794,,99.54,4.5,,,,False,,,USD,43200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DOXA Insurance Holdings LLC | Insurance 3,DOXA Insurance Holdings LLC,DOXA Insurance Holdings LLC,,Insurance,,,2074926.2883906974,2165140.474842467,2165140.474842467,,95.83,4.5,,,,False,,,USD,2300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DOXA Insurance Holdings LLC | Insurance 4,DOXA Insurance Holdings LLC,DOXA Insurance Holdings LLC,,Insurance,,,7668205.848400404,7758420.034852173,7758420.034852173,,98.84,4.5,,,,False,,,USD,8500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DuBois Chemicals Inc | Materials 1,DuBois Chemicals Inc,DuBois Chemicals Inc,,Materials,,,44926664.85298119,44746236.48007765,44926664.85298119,,100.0,5.0,,,,False,,,USD,49800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DuBois Chemicals Inc | Materials 2,DuBois Chemicals Inc,DuBois Chemicals Inc,,Materials,,,13261485.40841011,13261485.40841011,13261485.40841011,,100.0,5.0,,,,False,,,USD,14700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DuBois Chemicals Inc | Materials 3,DuBois Chemicals Inc,DuBois Chemicals Inc,,Materials,,,3879210.0174260866,3879210.0174260866,3879210.0174260866,,100.0,5.0,,,,False,,,USD,4300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Eagle Railcar Services Roscoe Inc | Transportation 1,Eagle Railcar Services Roscoe Inc,Eagle Railcar Services Roscoe Inc,,Transportation,,,7487777.475496865,7487777.475496865,7487777.475496865,,100.0,4.5,,,,False,,,USD,8300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Eagle Railcar Services Roscoe Inc | Transportation 2,Eagle Railcar Services Roscoe Inc,Eagle Railcar Services Roscoe Inc,,Transportation,,,9743132.1367911,9743132.1367911,9743132.1367911,,100.0,4.5,,,,False,,,USD,10800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Eagle Railcar Services Roscoe Inc | Transportation 3,Eagle Railcar Services Roscoe Inc,Eagle Railcar Services Roscoe Inc,,Transportation,,,10825702.374212334,10825702.374212334,10825702.374212334,,100.0,4.5,,,,False,,,USD,12000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Envirotainer Ltd | Transportation,Envirotainer Ltd,Envirotainer Ltd,,Transportation,,,2525997.2206495446,2525997.2206495446,2435783.034197775,,103.7,5.0,,,0.0,False,,,USD,2800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Excelitas Technologies Corp | Technology Hardware & Equipment 1,Excelitas Technologies Corp,Excelitas Technologies Corp,,Technology Hardware & Equipment,,,1714069.5425836195,1714069.5425836195,1714069.5425836195,,100.0,5.3,,,,False,,,USD,1900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Excelitas Technologies Corp | Technology Hardware & Equipment 2,Excelitas Technologies Corp,Excelitas Technologies Corp,,Technology Hardware & Equipment,,,2074926.2883906974,2165140.474842467,2165140.474842467,,95.83,5.3,,,,False,,,USD,2300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Excelitas Technologies Corp | Technology Hardware & Equipment 3,Excelitas Technologies Corp,Excelitas Technologies Corp,,Technology Hardware & Equipment,,,20117763.578744587,20388406.138099898,20388406.138099898,,98.67,5.3,,,,False,,,USD,22300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Flexera Software LLC | Software & Services 1,Flexera Software LLC,Flexera Software LLC,,Software & Services,,,53497012.56589928,55391510.481386445,55391510.481386445,,96.58,4.5,,,0.0,False,,,USD,59300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Flexera Software LLC | Software & Services 2,Flexera Software LLC,Flexera Software LLC,,Software & Services,,,5593279.560009706,5863922.119365014,5863922.119365014,,95.38,4.5,,,,False,,,USD,6200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Follett Software Co | Software & Services 1,Follett Software Co,Follett Software Co,,Software & Services,,,16779838.680029117,16870052.866480887,16960267.052932657,,98.94,4.5,,,,False,,,USD,18600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Follett Software Co | Software & Services 2,Follett Software Co,Follett Software Co,,Software & Services,,,4961780.25484732,5051994.441299089,5051994.441299089,,98.21,4.5,,,,False,,,USD,5500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Fortnox AB | Software & Services,Fortnox AB,Fortnox AB,,Software & Services,,,7668205.848400404,8119276.780659251,77313557.78916642,,9.92,4.3,,,0.0,False,,,USD,8500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Foundation Consumer Brands LLC | Pharmaceuticals, Biotechnology & Life Sciences 1",Foundation Consumer Brands LLC,Foundation Consumer Brands LLC,,"Pharmaceuticals, Biotechnology & Life Sciences",,,63149930.516238615,61886931.905913845,63149930.516238615,,100.0,5.0,,,,False,,,USD,70000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Foundation Consumer Brands LLC | Pharmaceuticals, Biotechnology & Life Sciences 2",Foundation Consumer Brands LLC,Foundation Consumer Brands LLC,,"Pharmaceuticals, Biotechnology & Life Sciences",,,6946492.356786247,6946492.356786247,6946492.356786247,,100.0,5.0,,,,False,,,USD,7700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Foundation Risk Partners Corp | Insurance 1,Foundation Risk Partners Corp,Foundation Risk Partners Corp,,Insurance,,,1984712.101938928,1984712.101938928,1984712.101938928,,100.0,4.8,,,,False,,,USD,2200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Foundation Risk Partners Corp | Insurance 2,Foundation Risk Partners Corp,Foundation Risk Partners Corp,,Insurance,,,85793691.31563275,85342620.3833739,85793691.31563275,,100.0,4.8,,,,False,,,USD,95100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Foundation Risk Partners Corp | Insurance 3,Foundation Risk Partners Corp,Foundation Risk Partners Corp,,Insurance,,,8660561.899369868,8660561.899369868,8660561.899369868,,100.0,4.8,,,,False,,,USD,9600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Foundation Risk Partners Corp | Insurance 4,Foundation Risk Partners Corp,Foundation Risk Partners Corp,,Insurance,,,4330280.949684934,4330280.949684934,4330280.949684934,,100.0,4.8,,,,False,,,USD,4800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Frontline Road Safety LLC | Capital Goods 1,Frontline Road Safety LLC,Frontline Road Safety LLC,,Capital Goods,,,95536823.45242386,95266180.89306854,95717251.82532738,,99.81,5.0,,,2.3,True,,,USD,105900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Frontline Road Safety LLC | Capital Goods 2,Frontline Road Safety LLC,Frontline Road Safety LLC,,Capital Goods,,,14163627.272927804,14163627.272927804,14163627.272927804,,100.0,4.8,,,,False,,,USD,15700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Frontline Road Safety LLC | Capital Goods 3,Frontline Road Safety LLC,Frontline Road Safety LLC,,Capital Goods,,,12810414.476151261,12900628.662603032,12900628.662603032,,99.3,4.8,,,,False,,,USD,14200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Fullsteam Holdings LLC | Software & Services 1,Fullsteam Holdings LLC,Fullsteam Holdings LLC,,Software & Services,,,28688111.291662686,29680467.34263215,29951109.90198746,,95.78,5.3,,,0.0,False,,,USD,31800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Fullsteam Holdings LLC | Software & Services 2,Fullsteam Holdings LLC,Fullsteam Holdings LLC,,Software & Services,,,9562703.763887562,9923560.50969464,10013774.69614641,,95.5,5.3,,,0.0,False,,,USD,10600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Fullsteam Holdings LLC | Software & Services 3,Fullsteam Holdings LLC,Fullsteam Holdings LLC,,Software & Services,,,3157496.5258119307,3337924.8987154695,3337924.8987154695,,94.59,5.3,,,,False,,,USD,3500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 1,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,108798308.86083396,110963449.33567643,111053663.5221282,,97.97,6.3,,,,False,,,USD,120600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 2,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,17862408.91745035,18403694.03616097,18403694.03616097,,97.06,5.5,,,,False,,,USD,19800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 3,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,39604027.85232679,41047454.8355551,41047454.8355551,,96.48,5.5,,,,False,,,USD,43900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 4,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,44926664.85298119,45919020.903950654,46460306.02266127,,96.7,5.8,,,,False,,,USD,49800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galway Partners Holdings LLC | Insurance 1,Galway Partners Holdings LLC,Galway Partners Holdings LLC,,Insurance,,,4420495.136136703,4420495.136136703,4420495.136136703,,100.0,4.5,,,,False,,,USD,4900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galway Partners Holdings LLC | Insurance 2,Galway Partners Holdings LLC,Galway Partners Holdings LLC,,Insurance,,,70457279.61883195,69825780.31366956,70457279.61883195,,100.0,4.5,,,,False,,,USD,78100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galway Partners Holdings LLC | Insurance 3,Galway Partners Holdings LLC,Galway Partners Holdings LLC,,Insurance,,,7307349.102593326,7307349.102593326,7307349.102593326,,100.0,4.5,,,,False,,,USD,8100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,GE Digital LLC | Software & Services 1,GE Digital LLC,GE Digital LLC,,Software & Services,,,22643760.79939413,22643760.79939413,22733974.9858459,,99.6,4.8,,,,False,,,USD,25100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,GE Digital LLC | Software & Services 2,GE Digital LLC,GE Digital LLC,,Software & Services,,,4059638.3903296255,4059638.3903296255,4059638.3903296255,,100.0,4.8,,,,False,,,USD,4500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,General Datatech LP | Software & Services,General Datatech LP,General Datatech LP,,Software & Services,,,94273824.84209907,96168322.75758624,96529179.5033933,,97.66,6.3,,,,False,,,USD,104500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Gigamon Inc | Software & Services 1,Gigamon Inc,Gigamon Inc,,Software & Services,,,88500116.90918583,93010826.2317743,93552111.35048492,,94.6,5.8,,,,False,,,USD,98100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Gigamon Inc | Software & Services 2,Gigamon Inc,Gigamon Inc,,Software & Services,,,7938848.407755712,8389919.340014558,8389919.340014558,,94.62,5.8,,,,False,,,USD,8800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Gracent LLC | Health Care Equipment & Services,Gracent LLC,Gracent LLC,,Health Care Equipment & Services,,,24177401.969074212,30763037.58005338,33469463.173606467,,72.24,12.0,,,,False,,,USD,26800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Granicus Inc | Software & Services 1,Granicus Inc,Granicus Inc,,Software & Services,,,14975554.95099373,14885340.76454196,14975554.95099373,,100.0,5.8,,,2.3,True,,,USD,16600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Granicus Inc | Software & Services 2,Granicus Inc,Granicus Inc,,Software & Services,,,5051994.441299089,5051994.441299089,5051994.441299089,,100.0,5.3,,,2.3,True,,,USD,5600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Granicus Inc | Software & Services 3,Granicus Inc,Granicus Inc,,Software & Services,,,2074926.2883906974,2074926.2883906974,2074926.2883906974,,100.0,5.3,,,0.0,False,,,USD,2300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Granicus Inc | Software & Services 4,Granicus Inc,Granicus Inc,,Software & Services,,,451070.9322588473,451070.9322588473,451070.9322588473,,100.0,5.3,,,2.3,True,,,USD,500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Hargreaves Lansdown Ltd | Financial Services,Hargreaves Lansdown Ltd,Hargreaves Lansdown Ltd,,Financial Services,,,25530614.765850756,24899115.460688367,19576478.46003397,,102.54,5.0,,,0.0,False,,,USD,28300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Heniff Transportation Systems LLC | Transportation 1,Heniff Transportation Systems LLC,Heniff Transportation Systems LLC,,Transportation,,,54669796.98977229,61165218.41429969,62247788.65172092,,87.83,6.0,,,,False,,,USD,60600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Heniff Transportation Systems LLC | Transportation 2,Heniff Transportation Systems LLC,Heniff Transportation Systems LLC,,Transportation,,,13622342.154217187,15516840.069704346,15516840.069704346,,87.79,6.0,,,,False,,,USD,15100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Heniff Transportation Systems LLC | Transportation 3,Heniff Transportation Systems LLC,Heniff Transportation Systems LLC,,Transportation,,,9923560.50969464,11186559.120019412,11276773.306471182,,88.0,6.5,,,,False,,,USD,11000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Heniff Transportation Systems LLC | Transportation 4,Heniff Transportation Systems LLC,Heniff Transportation Systems LLC,,Transportation,,,451070.9322588473,541285.1187106167,541285.1187106167,,83.33,6.0,,,,False,,,USD,500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Hibu Inc | Commercial & Professional Services 1,Hibu Inc,Hibu Inc,,Commercial & Professional Services,,,94183610.65564731,92830397.85887076,94093396.46919554,,100.1,6.3,,,,False,,,USD,104400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Hibu Inc | Commercial & Professional Services 2,Hibu Inc,Hibu Inc,,Commercial & Professional Services,,,31665179.444571078,31304322.698764,31394536.88521577,,100.86,6.3,,,,False,,,USD,35100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Higginbotham Insurance Agency Inc | Insurance 1,Higginbotham Insurance Agency Inc,Higginbotham Insurance Agency Inc,,Insurance,,,5322637.0006543975,5412851.187106167,5412851.187106167,,98.33,4.5,,,,False,,,USD,5900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Higginbotham Insurance Agency Inc | Insurance 2,Higginbotham Insurance Agency Inc,Higginbotham Insurance Agency Inc,,Insurance,,,902141.8645176946,902141.8645176946,902141.8645176946,,100.0,4.5,,,,False,,,USD,1000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Highgate Hotels Inc | Consumer Services 1,Highgate Hotels Inc,Highgate Hotels Inc,,Consumer Services,,,29951109.90198746,29770681.52908392,29951109.90198746,,100.0,5.5,,,,False,,,USD,33200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Highgate Hotels Inc | Consumer Services 2,Highgate Hotels Inc,Highgate Hotels Inc,,Consumer Services,,,1262998.6103247723,1262998.6103247723,1262998.6103247723,,100.0,5.5,,,,False,,,USD,1400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Highgate Hotels Inc | Consumer Services 3,Highgate Hotels Inc,Highgate Hotels Inc,,Consumer Services,,,2525997.2206495446,2525997.2206495446,2525997.2206495446,,100.0,5.5,,,,False,,,USD,2800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Highgate Hotels Inc | Consumer Services 4,Highgate Hotels Inc,Highgate Hotels Inc,,Consumer Services,,,3518353.2716190084,3518353.2716190084,3518353.2716190084,,100.0,5.5,,,,False,,,USD,3900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,HM Dunn Co Inc | Capital Goods 1,HM Dunn Co Inc,HM Dunn Co Inc,,Capital Goods,,,17321123.798739735,17321123.798739735,17321123.798739735,,100.0,6.0,,,0.0,False,,,USD,19200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,HM Dunn Co Inc | Capital Goods 2,HM Dunn Co Inc,HM Dunn Co Inc,,Capital Goods,,,4510709.322588473,4510709.322588473,4510709.322588473,,100.0,6.0,,,0.0,False,,,USD,5000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,HM Dunn Co Inc | Capital Goods 3,HM Dunn Co Inc,HM Dunn Co Inc,,Capital Goods,,,4510709.322588473,4510709.322588473,4510709.322588473,,100.0,6.0,,,0.0,False,,,USD,5000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 1,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,902141.8645176946,902141.8645176946,902141.8645176946,,100.0,4.8,,,,False,,,USD,1000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 3,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,902141.8645176946,902141.8645176946,902141.8645176946,,100.0,4.5,,,,False,,,USD,1000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 2,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,5683493.746461475,5683493.746461475,5683493.746461475,,100.0,4.8,,,,False,,,USD,6300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 4,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,451070.9322588473,451070.9322588473,451070.9322588473,,100.0,4.8,,,,False,,,USD,500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 5,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,5593279.560009706,5593279.560009706,5593279.560009706,,100.0,4.5,,,,False,,,USD,6200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Horizon CTS Buyer LLC | Capital Goods 1,Horizon CTS Buyer LLC,Horizon CTS Buyer LLC,,Capital Goods,,,77764628.72142527,77674414.5349735,77945057.0943288,,99.77,4.8,,,0.0,False,,,USD,86200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Horizon CTS Buyer LLC | Capital Goods 2,Horizon CTS Buyer LLC,Horizon CTS Buyer LLC,,Capital Goods,,,2886853.9664566224,2886853.9664566224,2886853.9664566224,,100.0,4.8,,,,False,,,USD,3200000.0
