bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Horizon CTS Buyer LLC | Capital Goods 3,Horizon CTS Buyer LLC,Horizon CTS Buyer LLC,,Capital Goods,,,4871566.06839555,4871566.06839555,4871566.06839555,,100.0,4.8,,,0.0,False,,,USD,5400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Horizon CTS Buyer LLC | Capital Goods 4,Horizon CTS Buyer LLC,Horizon CTS Buyer LLC,,Capital Goods,,,13622342.154217187,13712556.340668956,13712556.340668956,,99.34,4.8,,,,False,,,USD,15100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Horizon CTS Buyer LLC | Capital Goods 5,Horizon CTS Buyer LLC,Horizon CTS Buyer LLC,,Capital Goods,,,1984712.101938928,1984712.101938928,1984712.101938928,,100.0,4.8,,,0.0,False,,,USD,2200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Industria Chimica Emiliana Srl | Pharmaceuticals, Biotechnology & Life Sciences",Industria Chimica Emiliana Srl,Industria Chimica Emiliana Srl,,"Pharmaceuticals, Biotechnology & Life Sciences",,,76591844.29755226,80922125.24723719,67841068.21173063,,112.9,5.8,,,1.0,True,,,USD,84900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Industry City TI Lessor LP | Consumer Services,Industry City TI Lessor LP,Industry City TI Lessor LP,,Consumer Services,,,7307349.102593326,7307349.102593326,7307349.102593326,,100.0,13.4,,,7.8,True,,,USD,8100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Inhabit IQ | Software & Services 1,Inhabit IQ,Inhabit IQ,,Software & Services,,,3247710.7122637,3247710.7122637,3247710.7122637,,100.0,4.5,,,0.0,False,,,USD,3600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Inhabit IQ | Software & Services 2,Inhabit IQ,Inhabit IQ,,Software & Services,,,1984712.101938928,1984712.101938928,1984712.101938928,,100.0,4.5,,,,False,,,USD,2200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"iNova Pharmaceuticals (Australia) Pty Limited | Pharmaceuticals, Biotechnology & Life Sciences",iNova Pharmaceuticals (Australia) Pty Limited,iNova Pharmaceuticals (Australia) Pty Limited,,"Pharmaceuticals, Biotechnology & Life Sciences",,,2255354.6612942363,2255354.6612942363,3518353.2716190084,,64.1,4.8,,,0.0,False,,,USD,2500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insight Global LLC | Commercial & Professional Services 1,Insight Global LLC,Insight Global LLC,,Commercial & Professional Services,,,56113223.9730006,55842581.41364529,56113223.9730006,,100.0,5.0,,,,False,,,USD,62200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insight Global LLC | Commercial & Professional Services 2,Insight Global LLC,Insight Global LLC,,Commercial & Professional Services,,,33018392.24134762,33018392.24134762,33018392.24134762,,100.0,5.0,,,,False,,,USD,36600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insightsoftware.Com Inc | Software & Services 1,Insightsoftware.Com Inc,Insightsoftware.Com Inc,,Software & Services,,,2435783.034197775,2525997.2206495446,2525997.2206495446,,96.43,5.3,,,,False,,,USD,2700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insightsoftware.Com Inc | Software & Services 2,Insightsoftware.Com Inc,Insightsoftware.Com Inc,,Software & Services,,,2435783.034197775,2525997.2206495446,2525997.2206495446,,96.43,5.3,,,,False,,,USD,2700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insightsoftware.Com Inc | Software & Services 3,Insightsoftware.Com Inc,Insightsoftware.Com Inc,,Software & Services,,,35454175.275545396,36987816.44522548,36987816.44522548,,95.85,5.3,,,,False,,,USD,39300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insightsoftware.Com Inc | Software & Services 4,Insightsoftware.Com Inc,Insightsoftware.Com Inc,,Software & Services,,,18223265.663257428,19035193.341323353,19035193.341323353,,95.73,5.3,,,,False,,,USD,20200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insightsoftware.Com Inc | Software & Services 5,Insightsoftware.Com Inc,Insightsoftware.Com Inc,,Software & Services,,,2165140.474842467,2255354.6612942363,2255354.6612942363,,96.0,5.3,,,,False,,,USD,2400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrated Power Services LLC | Commercial & Professional Services 1,Integrated Power Services LLC,Integrated Power Services LLC,,Commercial & Professional Services,,,16148339.374866731,16148339.374866731,16148339.374866731,,100.0,4.8,,,,False,,,USD,17900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrated Power Services LLC | Commercial & Professional Services 2,Integrated Power Services LLC,Integrated Power Services LLC,,Commercial & Professional Services,,,3969424.203877856,3969424.203877856,3969424.203877856,,100.0,4.5,,,,False,,,USD,4400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrated Power Services LLC | Commercial & Professional Services 3,Integrated Power Services LLC,Integrated Power Services LLC,,Commercial & Professional Services,,,8119276.780659251,8119276.780659251,8119276.780659251,,100.0,4.8,,,,False,,,USD,9000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrity Marketing Group LLC | Insurance 1,Integrity Marketing Group LLC,Integrity Marketing Group LLC,,Insurance,,,88590331.0956376,88590331.0956376,88590331.0956376,,100.0,5.0,,,,False,,,USD,98200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrity Marketing Group LLC | Insurance 2,Integrity Marketing Group LLC,Integrity Marketing Group LLC,,Insurance,,,90214.18645176945,90214.18645176945,90214.18645176945,,100.0,5.0,,,,False,,,USD,100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrity Marketing Group LLC | Insurance 3,Integrity Marketing Group LLC,Integrity Marketing Group LLC,,Insurance,,,631499.3051623862,631499.3051623862,631499.3051623862,,100.0,5.0,,,,False,,,USD,700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,J S Held LLC | Insurance 1,J S Held LLC,J S Held LLC,,Insurance,,,3157496.5258119307,3157496.5258119307,3157496.5258119307,,100.0,4.8,,,,False,,,USD,3500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,J S Held LLC | Insurance 3,J S Held LLC,J S Held LLC,,Insurance,,,3157496.5258119307,3157496.5258119307,3157496.5258119307,,100.0,4.8,,,,False,,,USD,3500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,J S Held LLC | Insurance 2,J S Held LLC,J S Held LLC,,Insurance,,,71720278.22915672,71630064.04270494,71720278.22915672,,100.0,4.8,,,,False,,,USD,79500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,J S Held LLC | Insurance 4,J S Held LLC,J S Held LLC,,Insurance,,,8029062.5942074815,8029062.5942074815,8029062.5942074815,,100.0,4.8,,,,False,,,USD,8900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Jeppesen Holdings LLC | Software & Services,Jeppesen Holdings LLC,Jeppesen Holdings LLC,,Software & Services,,,2165140.474842467,2165140.474842467,2165140.474842467,,100.0,4.8,,,,False,,,USD,2400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Kellermeyer Bergensons Services LLC | Commercial & Professional Services 1,Kellermeyer Bergensons Services LLC,Kellermeyer Bergensons Services LLC,,Commercial & Professional Services,,,202981919.51648128,200275493.92292818,202981919.51648128,,100.0,5.3,,,,False,,,USD,225000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Kellermeyer Bergensons Services LLC | Commercial & Professional Services 2,Kellermeyer Bergensons Services LLC,Kellermeyer Bergensons Services LLC,,Commercial & Professional Services,,,11818058.425181799,84981763.63756682,94544467.40145439,,12.5,8.0,,,7.0,True,,,USD,13100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Keystone Agency Partners LLC | Insurance 1,Keystone Agency Partners LLC,Keystone Agency Partners LLC,,Insurance,,,29860895.71553569,29860895.71553569,30041324.088439226,,99.4,4.3,,,0.0,False,,,USD,33100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Keystone Agency Partners LLC | Insurance 2,Keystone Agency Partners LLC,Keystone Agency Partners LLC,,Insurance,,,7668205.848400404,7668205.848400404,7668205.848400404,,100.0,4.3,,,0.0,False,,,USD,8500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Keystone Agency Partners LLC | Insurance 3,Keystone Agency Partners LLC,Keystone Agency Partners LLC,,Insurance,,,3428139.085167239,3428139.085167239,3428139.085167239,,100.0,4.3,,,,False,,,USD,3800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Laboratoires Vivacy SAS | Pharmaceuticals, Biotechnology & Life Sciences 1",Laboratoires Vivacy SAS,Laboratoires Vivacy SAS,,"Pharmaceuticals, Biotechnology & Life Sciences",,,90214.18645176945,90214.18645176945,90214.18645176945,,100.0,6.7,,,0.0,False,,,USD,100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Laboratoires Vivacy SAS | Pharmaceuticals, Biotechnology & Life Sciences 2",Laboratoires Vivacy SAS,Laboratoires Vivacy SAS,,"Pharmaceuticals, Biotechnology & Life Sciences",,,451070.9322588473,541285.1187106167,451070.9322588473,,100.0,6.7,,,0.0,False,,,USD,500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lazer Logistics Inc | Transportation 1,Lazer Logistics Inc,Lazer Logistics Inc,,Transportation,,,6224778.865172092,6224778.865172092,6224778.865172092,,100.0,4.8,,,,False,,,USD,6900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lazer Logistics Inc | Transportation 2,Lazer Logistics Inc,Lazer Logistics Inc,,Transportation,,,18042837.29035389,17772194.730998583,17862408.91745035,,101.01,4.8,,,,False,,,USD,20000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lazer Logistics Inc | Transportation 3,Lazer Logistics Inc,Lazer Logistics Inc,,Transportation,,,1714069.5425836195,1714069.5425836195,1714069.5425836195,,100.0,4.8,,,,False,,,USD,1900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lazer Logistics Inc | Transportation 4,Lazer Logistics Inc,Lazer Logistics Inc,,Transportation,,,1082570.2374212334,1082570.2374212334,1082570.2374212334,,100.0,4.8,,,,False,,,USD,1200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Learning Experience Corp/The | Consumer Services 1,Learning Experience Corp/The,Learning Experience Corp/The,,Consumer Services,,,14434269.832283113,14253841.459379572,14344055.645831343,,100.63,4.8,,,0.0,False,,,USD,16000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Learning Experience Corp/The | Consumer Services 2,Learning Experience Corp/The,Learning Experience Corp/The,,Consumer Services,,,3157496.5258119307,3157496.5258119307,3157496.5258119307,,100.0,4.8,,,,False,,,USD,3500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Legends Hospitality LLC | Consumer Services 1,Legends Hospitality LLC,Legends Hospitality LLC,,Consumer Services,,,6495421.4245274,6495421.4245274,6495421.4245274,,100.0,5.0,,,0.0,False,,,USD,7200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Legends Hospitality LLC | Consumer Services 2,Legends Hospitality LLC,Legends Hospitality LLC,,Consumer Services,,,71269207.29689787,70998564.73754255,71630064.04270494,,99.5,5.0,,,0.0,False,,,USD,79000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Legends Hospitality LLC | Consumer Services 3,Legends Hospitality LLC,Legends Hospitality LLC,,Consumer Services,,,5863922.119365014,5863922.119365014,5863922.119365014,,100.0,5.0,,,0.0,False,,,USD,6500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lionbridge Technologies Inc | Media & Entertainment 1,Lionbridge Technologies Inc,Lionbridge Technologies Inc,,Media & Entertainment,,,45016879.03943296,45016879.03943296,45016879.03943296,,100.0,5.0,,,,False,,,USD,49900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lionbridge Technologies Inc | Media & Entertainment 2,Lionbridge Technologies Inc,Lionbridge Technologies Inc,,Media & Entertainment,,,23365474.291008286,48535232.311051965,54489368.61686875,,42.88,6.0,,,,False,,,USD,25900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lionbridge Technologies Inc | Media & Entertainment 3,Lionbridge Technologies Inc,Lionbridge Technologies Inc,,Media & Entertainment,,,4961780.25484732,4961780.25484732,4961780.25484732,,100.0,5.0,,,,False,,,USD,5500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Lipari Foods LLC | Consumer Staples Distribution & Retail,Lipari Foods LLC,Lipari Foods LLC,,Consumer Staples Distribution & Retail,,,88680545.28208937,88049045.97692698,88680545.28208937,,100.0,6.5,,,,False,,,USD,98300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Magna Legal Services LLC | Commercial & Professional Services 1,Magna Legal Services LLC,Magna Legal Services LLC,,Commercial & Professional Services,,,20659048.697455205,20568834.511003435,20659048.697455205,,100.0,4.5,,,,False,,,USD,22900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Magna Legal Services LLC | Commercial & Professional Services 2,Magna Legal Services LLC,Magna Legal Services LLC,,Commercial & Professional Services,,,11186559.120019412,11186559.120019412,11186559.120019412,,100.0,4.5,,,,False,,,USD,12400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Magna Legal Services LLC | Commercial & Professional Services 3,Magna Legal Services LLC,Magna Legal Services LLC,,Commercial & Professional Services,,,1984712.101938928,1984712.101938928,1984712.101938928,,100.0,4.5,,,,False,,,USD,2200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Magna Legal Services LLC | Commercial & Professional Services 4,Magna Legal Services LLC,Magna Legal Services LLC,,Commercial & Professional Services,,,5051994.441299089,5051994.441299089,5051994.441299089,,100.0,4.5,,,,False,,,USD,5600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MAI Capital Management LLC | Financial Services 1,MAI Capital Management LLC,MAI Capital Management LLC,,Financial Services,,,1082570.2374212334,1082570.2374212334,1082570.2374212334,,100.0,4.8,,,,False,,,USD,1200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MAI Capital Management LLC | Financial Services 2,MAI Capital Management LLC,MAI Capital Management LLC,,Financial Services,,,5683493.746461475,5593279.560009706,5593279.560009706,,101.61,4.8,,,0.0,False,,,USD,6300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MAI Capital Management LLC | Financial Services 3,MAI Capital Management LLC,MAI Capital Management LLC,,Financial Services,,,1894497.9154871586,1894497.9154871586,1894497.9154871586,,100.0,4.8,,,,False,,,USD,2100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MAI Capital Management LLC | Financial Services 4,MAI Capital Management LLC,MAI Capital Management LLC,,Financial Services,,,2796639.780004853,2796639.780004853,2796639.780004853,,100.0,4.8,,,0.0,False,,,USD,3100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MB2 Dental Solutions LLC | Health Care Equipment & Services 1,MB2 Dental Solutions LLC,MB2 Dental Solutions LLC,,Health Care Equipment & Services,,,142448200.40734395,140283059.9325015,141094987.61056742,,100.96,5.5,,,,False,,,USD,157900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MB2 Dental Solutions LLC | Health Care Equipment & Services 2,MB2 Dental Solutions LLC,MB2 Dental Solutions LLC,,Health Care Equipment & Services,,,360856.7458070778,360856.7458070778,360856.7458070778,,100.0,5.5,,,,False,,,USD,400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,MB2 Dental Solutions LLC | Health Care Equipment & Services 3,MB2 Dental Solutions LLC,MB2 Dental Solutions LLC,,Health Care Equipment & Services,,,9292061.204532253,9292061.204532253,9292061.204532253,,100.0,5.5,,,,False,,,USD,10300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Medallia Inc | Software & Services,Medallia Inc,Medallia Inc,,Software & Services,,,114211160.04794012,210199054.43262282,211191410.48359227,,54.08,6.0,,,,False,,,USD,126600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Med-Metrix | Software & Services 1,Med-Metrix,Med-Metrix,,Software & Services,,,69825780.31366956,70096422.87302487,70367065.43238017,,99.23,4.5,,,0.0,False,,,USD,77400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Med-Metrix | Software & Services 2,Med-Metrix,Med-Metrix,,Software & Services,,,33108606.42779939,33379248.987154696,33379248.987154696,,99.19,4.5,,,0.0,False,,,USD,36700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Med-Metrix | Software & Services 3,Med-Metrix,Med-Metrix,,Software & Services,,,30492395.020698074,30763037.58005338,30763037.58005338,,99.12,4.5,,,,False,,,USD,33800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Mercer Advisors Inc | Financial Services 1,Mercer Advisors Inc,Mercer Advisors Inc,,Financial Services,,,39423599.47942325,39694242.03877856,39694242.03877856,,99.32,4.5,,,,False,,,USD,43700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Mercer Advisors Inc | Financial Services 2,Mercer Advisors Inc,Mercer Advisors Inc,,Financial Services,,,2886853.9664566224,2886853.9664566224,2886853.9664566224,,100.0,4.5,,,,False,,,USD,3200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Model N Inc | Software & Services 1,Model N Inc,Model N Inc,,Software & Services,,,26342542.44391668,26432756.63036845,26522970.81682022,,99.32,4.8,,,0.0,False,,,USD,29200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Model N Inc | Software & Services 2,Model N Inc,Model N Inc,,Software & Services,,,5412851.187106167,5503065.373557936,5503065.373557936,,98.36,4.8,,,0.0,False,,,USD,6000000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Model N Inc | Software & Services 3,Model N Inc,Model N Inc,,Software & Services,,,2886853.9664566224,2886853.9664566224,2886853.9664566224,,100.0,4.8,,,,False,,,USD,3200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NAVEX Global Inc | Software & Services 1,NAVEX Global Inc,NAVEX Global Inc,,Software & Services,,,12900628.662603032,13171271.22195834,13261485.40841011,,97.28,5.0,,,0.0,False,,,USD,14300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NAVEX Global Inc | Software & Services 2,NAVEX Global Inc,NAVEX Global Inc,,Software & Services,,,270642.55935530836,270642.55935530836,270642.55935530836,,100.0,5.0,,,,False,,,USD,300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NAVEX Global Inc | Software & Services 3,NAVEX Global Inc,NAVEX Global Inc,,Software & Services,,,5863922.119365014,6044350.492268553,6044350.492268553,,97.01,5.0,,,0.0,False,,,USD,6500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NBG Home | Consumer Durables & Apparel 1,NBG Home,NBG Home,,Consumer Durables & Apparel,,,9111632.831628714,9111632.831628714,9111632.831628714,,100.0,,,,,False,,,USD,10100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NBG Home | Consumer Durables & Apparel 2,NBG Home,NBG Home,,Consumer Durables & Apparel,,,3337924.8987154695,27695755.240693223,29500038.96972861,,11.31,10.0,,,,False,,,USD,3700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NCI Inc | Software & Services,NCI Inc,NCI Inc,,Software & Services,,,27425112.68133791,27515326.867789682,27425112.68133791,,100.0,7.5,,,0.0,False,,,USD,30400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NEFCO Corp | Capital Goods 1,NEFCO Corp,NEFCO Corp,,Capital Goods,,,20388406.138099898,20388406.138099898,20478620.324551664,,99.56,4.5,,,,False,,,USD,22600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NEFCO Corp | Capital Goods 2,NEFCO Corp,NEFCO Corp,,Capital Goods,,,541285.1187106167,541285.1187106167,541285.1187106167,,100.0,4.5,,,,False,,,USD,600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NEFCO Corp | Capital Goods 3,NEFCO Corp,NEFCO Corp,,Capital Goods,,,4330280.949684934,4420495.136136703,4420495.136136703,,97.96,4.5,,,,False,,,USD,4800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NEFCO Corp | Capital Goods 4,NEFCO Corp,NEFCO Corp,,Capital Goods,,,2345568.8477460057,2345568.8477460057,2345568.8477460057,,100.0,4.5,,,,False,,,USD,2600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NeoGov Newt Holdco Inc | Software & Services 1,NeoGov Newt Holdco Inc,NeoGov Newt Holdco Inc,,Software & Services,,,17772194.730998583,18223265.663257428,18223265.663257428,,97.52,4.5,,,0.0,False,,,USD,19700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NeoGov Newt Holdco Inc | Software & Services 2,NeoGov Newt Holdco Inc,NeoGov Newt Holdco Inc,,Software & Services,,,3067282.339360161,3157496.5258119307,3157496.5258119307,,97.14,4.5,,,,False,,,USD,3400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,NeoGov Newt Holdco Inc | Software & Services 3,NeoGov Newt Holdco Inc,NeoGov Newt Holdco Inc,,Software & Services,,,4149852.576781395,4240066.763233164,4240066.763233164,,97.87,4.5,,,0.0,False,,,USD,4600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Net Documents | Software & Services 1,Net Documents,Net Documents,,Software & Services,,,68292139.14398947,68201924.95753771,68292139.14398947,,100.0,4.8,,,,False,,,USD,75700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Net Documents | Software & Services 2,Net Documents,Net Documents,,Software & Services,,,5773707.932913245,5773707.932913245,5773707.932913245,,100.0,4.5,,,,False,,,USD,6400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Netsmart Technologies Inc | Health Care Equipment & Services 1,Netsmart Technologies Inc,Netsmart Technologies Inc,,Health Care Equipment & Services,,,54038297.684609905,54579582.80332052,54760011.17622406,,98.68,5.2,,,2.7,True,,,USD,59900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Netsmart Technologies Inc | Health Care Equipment & Services 2,Netsmart Technologies Inc,Netsmart Technologies Inc,,Health Care Equipment & Services,,,5503065.373557936,5593279.560009706,5593279.560009706,,98.39,5.0,,,2.5,True,,,USD,6100000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Netsmart Technologies Inc | Health Care Equipment & Services 3,Netsmart Technologies Inc,Netsmart Technologies Inc,,Health Care Equipment & Services,,,5593279.560009706,5683493.746461475,5683493.746461475,,98.41,4.8,,,,False,,,USD,6200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,New Era Technology LLC | Software & Services 1,New Era Technology LLC,New Era Technology LLC,,Software & Services,,,9652917.950339332,9652917.950339332,9652917.950339332,,100.0,6.3,,,,False,,,USD,10700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,New Era Technology LLC | Software & Services 2,New Era Technology LLC,New Era Technology LLC,,Software & Services,,,1172784.4238730029,1172784.4238730029,1172784.4238730029,,100.0,6.3,,,0.0,False,,,USD,1300000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,New Era Technology LLC | Software & Services 3,New Era Technology LLC,New Era Technology LLC,,Software & Services,,,3067282.339360161,3067282.339360161,3067282.339360161,,100.0,6.3,,,0.0,False,,,USD,3400000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Nordic Climate Group Holding AB | Commercial & Professional Services 1,Nordic Climate Group Holding AB,Nordic Climate Group Holding AB,,Commercial & Professional Services,,,21470976.37552113,18944979.154871583,204876417.43196842,,10.48,5.4,,,0.0,False,,,USD,23800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Nordic Climate Group Holding AB | Commercial & Professional Services 2,Nordic Climate Group Holding AB,Nordic Climate Group Holding AB,,Commercial & Professional Services,,,15877696.815511424,14434269.832283113,13802770.527120726,,115.03,5.3,,,0.0,False,,,USD,17600000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,OEConnection LLC | Software & Services 1,OEConnection LLC,OEConnection LLC,,Software & Services,,,20478620.324551664,20929691.256810512,20929691.256810512,,97.84,4.5,,,0.0,False,,,USD,22700000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,OEConnection LLC | Software & Services 2,OEConnection LLC,OEConnection LLC,,Software & Services,,,7668205.848400404,7848634.221303943,7848634.221303943,,97.7,4.5,,,0.0,False,,,USD,8500000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,OEConnection LLC | Software & Services 3,OEConnection LLC,OEConnection LLC,,Software & Services,,,6224778.865172092,6314993.051623861,6314993.051623861,,98.57,4.5,,,,False,,,USD,6900000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Orion Services Group | Capital Goods 1,Orion Services Group,Orion Services Group,,Capital Goods,,,721713.4916141556,721713.4916141556,721713.4916141556,,100.0,4.5,,,0.0,False,,,USD,800000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Orion Services Group | Capital Goods 2,Orion Services Group,Orion Services Group,,Capital Goods,,,2886853.9664566224,2886853.9664566224,2886853.9664566224,,100.0,4.5,,,0.0,False,,,USD,3200000.0
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Oxford Global Resources LLC | Commercial & Professional Services 1,Oxford Global Resources LLC,Oxford Global Resources LLC,,Commercial & Professional Services,,,90214186.45176946,89943543.89241414,90214186.45176946,,100.0,6.0,,,,False,,,USD,100000000.0
