bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Mills Fleet Farm Group, LLC | Secured Debt 1","Mills Fleet Farm Group, LLC","Mills Fleet Farm Group, LLC",Secured Debt,,,,2867000.0,2974000.0,2974000.0,,96.4,5.5,9.81,,9.81,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Mills Fleet Farm Group, LLC | Secured Debt 2","Mills Fleet Farm Group, LLC","Mills Fleet Farm Group, LLC",Secured Debt,,,,1706000.0,1769000.0,1769000.0,,96.44,5.5,9.17,,9.17,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Mills Fleet Farm Group, LLC | Preferred Equity","Mills Fleet Farm Group, LLC","Mills Fleet Farm Group, LLC",Preferred Equity,,,,11730000.0,15224000.0,,66306.0,77.05,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"MoneyThumb Acquisition, LLC | Secured Debt","MoneyThumb Acquisition, LLC","MoneyThumb Acquisition, LLC",Secured Debt,,,,7163000.0,7163000.0,7564000.0,,100.0,,14.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"MoneyThumb Acquisition, LLC | Preferred Member Units","MoneyThumb Acquisition, LLC","MoneyThumb Acquisition, LLC",Preferred Equity,,,,2300000.0,1982000.0,,163282.0,116.04,,12.0,,12.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"MoneyThumb Acquisition, LLC | Warrants","MoneyThumb Acquisition, LLC","MoneyThumb Acquisition, LLC",Warrant,,,,870000.0,594000.0,,59368.0,146.46,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Nearshore AcquireCo, LLC | Secured Debt 1","Nearshore AcquireCo, LLC","Nearshore AcquireCo, LLC",Secured Debt,,,,-23000.0,-23000.0,0.0,,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Nearshore AcquireCo, LLC | Secured Debt 2","Nearshore AcquireCo, LLC","Nearshore AcquireCo, LLC",Secured Debt,,,,-58000.0,-58000.0,0.0,,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Nearshore AcquireCo, LLC | Secured Debt 3","Nearshore AcquireCo, LLC","Nearshore AcquireCo, LLC",Secured Debt,,,,21699000.0,21699000.0,21900000.0,,100.0,,13.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Nearshore AcquireCo, LLC | Preferred Equity","Nearshore AcquireCo, LLC","Nearshore AcquireCo, LLC",Preferred Equity,,,,5260000.0,5260000.0,,10520000.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Secured Debt 1","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Secured Debt,,,,646000.0,4415000.0,4415000.0,,14.63,,12.0,,12.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Secured Debt 2","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Secured Debt,,,,309000.0,2116000.0,2116000.0,,14.6,,12.0,,12.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Secured Debt 3","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Secured Debt,,,,144000.0,983000.0,983000.0,,14.65,,12.0,,12.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Secured Debt 4","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Secured Debt,,,,141000.0,964000.0,964000.0,,14.63,,12.0,,12.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Unsecured Debt","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",,,,,0.0,305000.0,305000.0,,0.0,,10.0,,10.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Preferred Stock","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Preferred Equity,,,,0.0,1981000.0,,912.0,0.0,,7.0,,7.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Common Stock","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Common Equity,,,,0.0,830000.0,,635.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"OnAsset Intelligence, Inc. | Warrants","OnAsset Intelligence, Inc.","OnAsset Intelligence, Inc.",Warrant,,,,0.0,1089000.0,,4699.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Oneliance, LLC | Preferred Stock","Oneliance, LLC","Oneliance, LLC",Preferred Equity,,,,3270000.0,1128000.0,,1128.0,289.89,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,RA Outdoors LLC | Secured Debt 1,RA Outdoors LLC,RA Outdoors LLC,Secured Debt,,,,1219000.0,1471000.0,1471000.0,,82.87,6.75,10.56,,10.56,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,RA Outdoors LLC | Secured Debt 2,RA Outdoors LLC,RA Outdoors LLC,Secured Debt,,,,385000.0,464000.0,464000.0,,82.97,6.75,10.59,,10.59,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,RA Outdoors LLC | Secured Debt 3,RA Outdoors LLC,RA Outdoors LLC,Secured Debt,,,,375000.0,453000.0,453000.0,,82.78,6.75,10.59,,10.59,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,RA Outdoors LLC | Secured Debt 4,RA Outdoors LLC,RA Outdoors LLC,Secured Debt,,,,12751000.0,15380000.0,15387000.0,,82.91,6.75,10.56,,10.56,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,RA Outdoors LLC | Common Equity,RA Outdoors LLC,RA Outdoors LLC,Common Equity,,,,0.0,0.0,,110.0,,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Revenue Recovery Holdings, LLC | Secured Debt 1","Revenue Recovery Holdings, LLC","Revenue Recovery Holdings, LLC",Secured Debt,,,,-17000.0,-17000.0,0.0,,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Revenue Recovery Holdings, LLC | Secured Debt 2","Revenue Recovery Holdings, LLC","Revenue Recovery Holdings, LLC",Secured Debt,,,,6643000.0,6643000.0,6700000.0,,100.0,,13.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Revenue Recovery Holdings, LLC | Preferred Equity","Revenue Recovery Holdings, LLC","Revenue Recovery Holdings, LLC",Preferred Equity,,,,1960000.0,1049000.0,,104904.0,186.84,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"RFG AcquireCo, LLC | Secured Debt 1","RFG AcquireCo, LLC","RFG AcquireCo, LLC",Secured Debt,,,,-6000.0,-6000.0,0.0,,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"RFG AcquireCo, LLC | Secured Debt 2","RFG AcquireCo, LLC","RFG AcquireCo, LLC",Secured Debt,,,,7936000.0,7936000.0,8000000.0,,100.0,,13.5,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"RFG AcquireCo, LLC | Secured Debt 3","RFG AcquireCo, LLC","RFG AcquireCo, LLC",Secured Debt,,,,41398000.0,41398000.0,41500000.0,,100.0,,13.5,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"RFG AcquireCo, LLC | Preferred Equity","RFG AcquireCo, LLC","RFG AcquireCo, LLC",Preferred Equity,,,,12771000.0,11401000.0,,11401.0,112.02,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"SI East, LLC | Secured Debt 1","SI East, LLC","SI East, LLC",Secured Debt,,,,2250000.0,2241000.0,2250000.0,,100.4,,11.8,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"SI East, LLC | Secured Debt 2","SI East, LLC","SI East, LLC",Secured Debt,,,,66850000.0,66777000.0,66850000.0,,100.11,,12.86,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"SI East, LLC | Preferred Member Units","SI East, LLC","SI East, LLC",Preferred Equity,,,,17190000.0,1525000.0,,165.0,1127.21,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Slick Innovations, LLC | Secured Debt","Slick Innovations, LLC","Slick Innovations, LLC",Secured Debt,,,,24280000.0,24068000.0,24280000.0,,100.88,,14.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Slick Innovations, LLC | Common Stock","Slick Innovations, LLC","Slick Innovations, LLC",Common Equity,,,,2590000.0,0.0,,70000.0,,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Specialized Aviation Holdings, LLC | Secured Debt","Specialized Aviation Holdings, LLC","Specialized Aviation Holdings, LLC",Secured Debt,,,,23048000.0,23048000.0,23250000.0,,100.0,,13.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Specialized Aviation Holdings, LLC | Preferred Stock","Specialized Aviation Holdings, LLC","Specialized Aviation Holdings, LLC",Preferred Equity,,,,15000000.0,15000000.0,,25000.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Student Resource Center, LLC | Secured Debt 1","Student Resource Center, LLC","Student Resource Center, LLC",Secured Debt,,,,784000.0,226000.0,226000.0,,346.9,,8.5,,8.5,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Student Resource Center, LLC | Secured Debt 2","Student Resource Center, LLC","Student Resource Center, LLC",Secured Debt,,,,1636000.0,4884000.0,5327000.0,,33.5,,8.5,,8.5,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Student Resource Center, LLC | Preferred Equity","Student Resource Center, LLC","Student Resource Center, LLC",Preferred Equity,,,,0.0,0.0,,5907649.0,,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Superior Rigging & Erecting Co. | Preferred Member Units,Superior Rigging & Erecting Co.,Superior Rigging & Erecting Co.,Preferred Equity,,,,17810000.0,4500000.0,,1636.0,395.78,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"The Affiliati Network, LLC | Preferred Stock 1","The Affiliati Network, LLC","The Affiliati Network, LLC",Preferred Equity,,,,313000.0,313000.0,,312910.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"The Affiliati Network, LLC | Preferred Stock 2","The Affiliati Network, LLC","The Affiliati Network, LLC",Preferred Equity,,,,6400000.0,6400000.0,,1280000.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"UnionRock Energy Fund II, LP | LP Interests","UnionRock Energy Fund II, LP","UnionRock Energy Fund II, LP",LP Interest,,,,4235000.0,2683000.0,,,157.85,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"UnionRock Energy Fund III, LP | LP Interests","UnionRock Energy Fund III, LP","UnionRock Energy Fund III, LP",LP Interest,,,,5407000.0,4834000.0,,,111.85,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"UniTek Global Services, Inc. | Preferred Stock 1","UniTek Global Services, Inc.","UniTek Global Services, Inc.",Preferred Equity,,,,9388000.0,8416000.0,,11450416.0,111.55,,20.0,,20.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"UniTek Global Services, Inc. | Preferred Stock 2","UniTek Global Services, Inc.","UniTek Global Services, Inc.",Preferred Equity,,,,0.0,3667000.0,,21382147.0,0.0,,19.0,,19.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"UniTek Global Services, Inc. | Preferred Stock 3","UniTek Global Services, Inc.","UniTek Global Services, Inc.",Preferred Equity,,,,0.0,7924000.0,,42338440.0,0.0,,13.5,,13.5,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"UniTek Global Services, Inc. | Common Stock","UniTek Global Services, Inc.","UniTek Global Services, Inc.",Common Equity,,,,0.0,0.0,,2370059.0,,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Urgent DSO LLC | Secured Debt,Urgent DSO LLC,Urgent DSO LLC,Secured Debt,,,,8486000.0,8749000.0,8800000.0,,96.99,,13.5,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Urgent DSO LLC | Preferred Equity,Urgent DSO LLC,Urgent DSO LLC,Preferred Equity,,,,2560000.0,4614000.0,,4000.0,55.48,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Wildcats Topco LLC | Common Equity,Wildcats Topco LLC,Wildcats Topco LLC,Common Equity,,,,22830000.0,22427000.0,,22426711.0,101.8,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"World Micro Holdings, LLC | Secured Debt","World Micro Holdings, LLC","World Micro Holdings, LLC",Secured Debt,,,,9853000.0,9853000.0,9886000.0,,100.0,,13.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"World Micro Holdings, LLC | Preferred Equity","World Micro Holdings, LLC","World Micro Holdings, LLC",Preferred Equity,,,,3845000.0,3845000.0,,3845.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Adams Publishing Group, LLC | Secured Debt 1","Adams Publishing Group, LLC","Adams Publishing Group, LLC",Secured Debt,,,,7985000.0,8019000.0,8019000.0,,99.58,8.0,11.0,,1.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Adams Publishing Group, LLC | Secured Debt 2","Adams Publishing Group, LLC","Adams Publishing Group, LLC",Secured Debt,,,,761000.0,761000.0,771000.0,,100.0,8.0,11.0,,1.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Adams Publishing Group, LLC | Secured Debt 3","Adams Publishing Group, LLC","Adams Publishing Group, LLC",Secured Debt,,,,15806000.0,15864000.0,15874000.0,,99.63,8.0,11.0,,1.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AGS American Glass Services Acquisition, LLC | Secured Debt 1","AGS American Glass Services Acquisition, LLC","AGS American Glass Services Acquisition, LLC",Secured Debt,,,,-33000.0,-33000.0,0.0,,100.0,5.5,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AGS American Glass Services Acquisition, LLC | Secured Debt 2","AGS American Glass Services Acquisition, LLC","AGS American Glass Services Acquisition, LLC",Secured Debt,,,,-19000.0,-19000.0,0.0,,100.0,5.5,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AGS American Glass Services Acquisition, LLC | Secured Debt 3","AGS American Glass Services Acquisition, LLC","AGS American Glass Services Acquisition, LLC",Secured Debt,,,,9782000.0,9886000.0,10017000.0,,98.95,5.5,9.17,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AGS American Glass Services Acquisition, LLC | Preferred Equity","AGS American Glass Services Acquisition, LLC","AGS American Glass Services Acquisition, LLC",Preferred Equity,,,,570000.0,729000.0,,7292.0,78.19,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Airo Purchaser, Inc. | Secured Debt 1","Airo Purchaser, Inc.","Airo Purchaser, Inc.",Secured Debt,,,,-60000.0,-60000.0,0.0,,100.0,5.25,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Airo Purchaser, Inc. | Secured Debt 2","Airo Purchaser, Inc.","Airo Purchaser, Inc.",Secured Debt,,,,-30000.0,-30000.0,0.0,,100.0,5.25,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Airo Purchaser, Inc. | Secured Debt 3","Airo Purchaser, Inc.","Airo Purchaser, Inc.",Secured Debt,,,,27526000.0,27110000.0,27526000.0,,101.53,5.25,8.92,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Airo Purchaser, Inc. | Common Equity","Airo Purchaser, Inc.","Airo Purchaser, Inc.",Common Equity,,,,1650000.0,1521000.0,,1521.0,108.48,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,AMEREQUIP LLC | Common Stock,AMEREQUIP LLC,AMEREQUIP LLC,Common Equity,,,,0.0,1844000.0,,235.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"American Health Staffing Group, Inc. | Secured Debt 1","American Health Staffing Group, Inc.","American Health Staffing Group, Inc.",Secured Debt,,,,-2000.0,-2000.0,0.0,,100.0,5.25,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"American Health Staffing Group, Inc. | Secured Debt 2","American Health Staffing Group, Inc.","American Health Staffing Group, Inc.",Secured Debt,,,,5376000.0,5367000.0,5376000.0,,100.17,5.25,12.0,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ArborWorks, LLC | Secured Debt 1","ArborWorks, LLC","ArborWorks, LLC",Secured Debt,,,,4336000.0,4336000.0,4336000.0,,100.0,,15.0,,15.0,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ArborWorks, LLC | Secured Debt 2","ArborWorks, LLC","ArborWorks, LLC",Secured Debt,,,,9218000.0,9218000.0,9218000.0,,100.0,6.5,10.28,,10.28,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ArborWorks, LLC | Preferred Equity 1","ArborWorks, LLC","ArborWorks, LLC",Preferred Equity,,,,17427000.0,14060000.0,,32507.0,123.95,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ArborWorks, LLC | Preferred Equity 2","ArborWorks, LLC","ArborWorks, LLC",Preferred Equity,,,,0.0,0.0,,32507.0,,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ArborWorks, LLC | Common Equity","ArborWorks, LLC","ArborWorks, LLC",Common Equity,,,,0.0,234000.0,,3898.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Archer Systems, LLC | Common Stock","Archer Systems, LLC","Archer Systems, LLC",Common Equity,,,,2450000.0,1388000.0,,1387832.0,176.51,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ATS Operating, LLC | Secured Debt 1","ATS Operating, LLC","ATS Operating, LLC",Secured Debt,,,,1620000.0,1564000.0,1620000.0,,103.58,6.0,9.92,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ATS Operating, LLC | Secured Debt 2","ATS Operating, LLC","ATS Operating, LLC",Secured Debt,,,,6660000.0,6660000.0,6660000.0,,100.0,5.0,8.92,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ATS Operating, LLC | Secured Debt 3","ATS Operating, LLC","ATS Operating, LLC",Secured Debt,,,,6660000.0,6660000.0,6660000.0,,100.0,7.0,10.92,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"ATS Operating, LLC | Common Stock","ATS Operating, LLC","ATS Operating, LLC",Common Equity,,,,1020000.0,720000.0,,720000.0,141.67,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Auria Space, LLC | Secured Debt 1","Auria Space, LLC","Auria Space, LLC",Secured Debt,,,,-160000.0,-160000.0,0.0,,100.0,5.0,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Auria Space, LLC | Secured Debt 2","Auria Space, LLC","Auria Space, LLC",Secured Debt,,,,59943000.0,59943000.0,60805000.0,,100.0,5.0,8.68,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Auria Space, LLC | Secured Debt 3","Auria Space, LLC","Auria Space, LLC",Secured Debt,,,,55729000.0,56204000.0,57004000.0,,99.15,5.0,8.68,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Auria Space, LLC | Member Units","Auria Space, LLC","Auria Space, LLC",Equity,,,,3040000.0,3040000.0,,562714.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AVEX Aviation Holdings, LLC | Secured Debt 1","AVEX Aviation Holdings, LLC","AVEX Aviation Holdings, LLC",Secured Debt,,,,-56000.0,-56000.0,0.0,,100.0,7.25,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AVEX Aviation Holdings, LLC | Secured Debt 2","AVEX Aviation Holdings, LLC","AVEX Aviation Holdings, LLC",Secured Debt,,,,-33000.0,-33000.0,0.0,,100.0,7.25,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AVEX Aviation Holdings, LLC | Secured Debt 3","AVEX Aviation Holdings, LLC","AVEX Aviation Holdings, LLC",Secured Debt,,,,23296000.0,22944000.0,23296000.0,,101.53,7.25,11.11,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"AVEX Aviation Holdings, LLC | Common Equity","AVEX Aviation Holdings, LLC","AVEX Aviation Holdings, LLC",Common Equity,,,,1092000.0,934000.0,,984.0,116.92,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Behavior Development Group Holdings | Secured Debt 1,Behavior Development Group Holdings,Behavior Development Group Holdings,Secured Debt,,,,579000.0,579000.0,600000.0,,100.0,6.0,9.67,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Behavior Development Group Holdings | Secured Debt 2,Behavior Development Group Holdings,Behavior Development Group Holdings,Secured Debt,,,,9438000.0,9438000.0,9572000.0,,100.0,6.0,9.7,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Behavior Development Group Holdings | Common Equity,Behavior Development Group Holdings,Behavior Development Group Holdings,Common Equity,,,,300000.0,300000.0,,300.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Berry Aviation, Inc. | Preferred Member Units 1","Berry Aviation, Inc.","Berry Aviation, Inc.",Preferred Equity,,,,0.0,286000.0,,286109.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Bluestem Brands, Inc. | Secured Debt 1","Bluestem Brands, Inc.","Bluestem Brands, Inc.",Secured Debt,,,,248000.0,126000.0,202000.0,,196.83,8.5,12.28,,11.28,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Bluestem Brands, Inc. | Secured Debt 2","Bluestem Brands, Inc.","Bluestem Brands, Inc.",Secured Debt,,,,89000.0,2731000.0,2780000.0,,3.26,7.5,14.25,,13.25,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Bluestem Brands, Inc. | Secured Debt 3","Bluestem Brands, Inc.","Bluestem Brands, Inc.",Secured Debt,,,,0.0,3908000.0,4183000.0,,0.0,8.5,12.28,,11.28,True,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Bluestem Brands, Inc. | Common Stock","Bluestem Brands, Inc.","Bluestem Brands, Inc.",Common Equity,,,,0.0,1000.0,,723184.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,"Bluestem Brands, Inc. | Warrants","Bluestem Brands, Inc.","Bluestem Brands, Inc.",Warrant,,,,0.0,1036000.0,,163295.0,0.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,B-O-F Corporation | Secured Debt 1,B-O-F Corporation,B-O-F Corporation,Secured Debt,,,,-16000.0,-16000.0,0.0,,100.0,5.75,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,B-O-F Corporation | Secured Debt 2,B-O-F Corporation,B-O-F Corporation,Secured Debt,,,,3915000.0,3885000.0,3938000.0,,100.77,4.75,8.41,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,B-O-F Corporation | Secured Debt 3,B-O-F Corporation,B-O-F Corporation,Secured Debt,,,,3915000.0,3885000.0,3938000.0,,100.77,6.75,10.41,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,B-O-F Corporation | Common Equity,B-O-F Corporation,B-O-F Corporation,Common Equity,,,,249000.0,249000.0,,248718.0,100.0,,,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Bond Brand Loyalty ULC | Secured Debt 1,Bond Brand Loyalty ULC,Bond Brand Loyalty ULC,Secured Debt,,,,571000.0,559000.0,571000.0,,102.15,5.75,9.56,,,False,,,USD,
MAIN,0001396440,0001396440-26-000073,10-Q,2026-03-31,2026-05-08,Bond Brand Loyalty ULC | Secured Debt 2,Bond Brand Loyalty ULC,Bond Brand Loyalty ULC,Secured Debt,,,,1392000.0,1368000.0,1392000.0,,101.75,5.75,9.56,,,False,,,USD,
