bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw,sector_soi,affiliation_soi,investment_type_soi,base_rate_soi,maturity_soi,acq_soi,business_description,rate_floor_soi,footnotes,pct_net_assets_soi,interest_rate_soi,spread_soi,pik_rate_soi,gics_sector,gics_industry_group,type_canonical,common_name,legal_name
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Advania Sverige AB | Software & Services 2,Advania Sverige AB,Advania Sverige AB,,Software & Services,,,83000000.0,79900000.0,212500000.0,,39.06,5.0,,,,False,,,USD,83000000.0,Software & Services,,First Lien,,2031-06,,,,(v)(w),,,5.0,,Information Technology,Software & Services,First Lien,Advania,Advania Sverige AB
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Affordable Care Inc | Health Care Equipment & Services 1,Affordable Care Inc,Affordable Care Inc,,Health Care Equipment & Services,,,9300000.0,12800000.0,12800000.0,,72.66,5.5,,,0.0,False,,,USD,9300000.0,Health Care Equipment & Services,,First Lien,,2027-08,,,0.8,(ac)(v)(y)(z),,,5.5,,Health Care,Health Care Equipment & Services,First Lien,Affordable Care,Affordable Care Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Affordable Care Inc | Health Care Equipment & Services 2,Affordable Care Inc,Affordable Care Inc,,Health Care Equipment & Services,,,42300000.0,58100000.0,58600000.0,,72.18,6.0,,,3.3,True,,,USD,42300000.0,Health Care Equipment & Services,,First Lien,,2028-08,,,0.8,(ac)(v)(y)(z),,,6.0,,Health Care,Health Care Equipment & Services,First Lien,Affordable Care,Affordable Care Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,AGS Health LLC | Software & Services 1,AGS Health LLC,AGS Health LLC,,Software & Services,,,13700000.0,14100000.0,14100000.0,,97.16,4.5,,,,False,,,USD,13700000.0,Software & Services,,First Lien,,2032-08,,,0.5,(k)(v),,,4.5,,Information Technology,Software & Services,First Lien,,AGS Health LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,AGS Health LLC | Software & Services 2,AGS Health LLC,AGS Health LLC,,Software & Services,,,11000000.0,11300000.0,11400000.0,,96.49,4.3,,,,False,,,USD,11000000.0,Software & Services,,First Lien,,2032-08,,,0.5,(k)(v),,,4.3,,Information Technology,Software & Services,First Lien,,AGS Health LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Alacrity Solutions Group LLC | Insurance 1,Alacrity Solutions Group LLC,Alacrity Solutions Group LLC,,Insurance,,,3700000.0,3700000.0,3700000.0,,100.0,6.3,,,5.3,True,,,USD,3700000.0,Insurance,,First Lien,,2030-02,,,1.0,(ad)(v),,,6.3,,Financials,Insurance,First Lien,,Alacrity Solutions Group LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Alacrity Solutions Group LLC | Insurance 2,Alacrity Solutions Group LLC,Alacrity Solutions Group LLC,,Insurance,,,4000000.0,4000000.0,4000000.0,,100.0,5.3,,,,False,,,USD,4000000.0,Insurance,,First Lien,,2030-02,,,1.0,(ad)(x),,,5.3,,Financials,Insurance,First Lien,,Alacrity Solutions Group LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,A-Lign Assurance LLC | Software & Services 1,A-Lign Assurance LLC,A-Lign Assurance LLC,,Software & Services,,,15200000.0,15500000.0,15600000.0,,97.44,4.5,,,0.0,False,,,USD,15200000.0,Software & Services,,First Lien,,2032-08,,,0.8,(k)(v),,,4.5,,Information Technology,Software & Services,First Lien,,A-Lign Assurance LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,American Vision Partners | Health Care Equipment & Services 1,American Vision Partners,American Vision Partners,,Health Care Equipment & Services,,,89300000.0,89100000.0,89300000.0,,100.0,5.8,,,,False,,,USD,89300000.0,Health Care Equipment & Services,,First Lien,,2027-09,,,0.8,(i)(k)(l)(v),,,5.8,,Health Care,Health Care Equipment & Services,First Lien,,American Vision Partners
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,American Vision Partners | Health Care Equipment & Services 2,American Vision Partners,American Vision Partners,,Health Care Equipment & Services,,,7800000.0,7800000.0,7800000.0,,100.0,5.8,,,,False,,,USD,7800000.0,Health Care Equipment & Services,,First Lien,,2026-09,,,0.8,(x),,,5.8,,Health Care,Health Care Equipment & Services,First Lien,,American Vision Partners
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Apex Group Limited | Financial Services,Apex Group Limited,Apex Group Limited,,Financial Services,,,2200000.0,2400000.0,2400000.0,,91.67,3.5,,,,False,,,USD,2200000.0,Financial Services,,First Lien,,2032-02,,,,(aa)(v)(w),,,3.5,,Financials,Diversified Financials,First Lien,,Apex Group Limited
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Apex Service Partners LLC | Commercial & Professional Services 1,Apex Service Partners LLC,Apex Service Partners LLC,,Commercial & Professional Services,,,5200000.0,5200000.0,5200000.0,,100.0,5.0,,,,False,,,USD,5200000.0,Commercial & Professional Services,,First Lien,,2029-10,,,1.0,(v),,,5.0,,Industrials,Commercial & Professional Services,First Lien,,Apex Service Partners LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Apex Service Partners LLC | Commercial & Professional Services 2,Apex Service Partners LLC,Apex Service Partners LLC,,Commercial & Professional Services,,,124600000.0,122700000.0,123400000.0,,100.97,5.0,,,,False,,,USD,124600000.0,Commercial & Professional Services,,First Lien,,2030-10,,,1.0,(k)(v),,,5.0,,Industrials,Commercial & Professional Services,First Lien,,Apex Service Partners LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Arcfield Acquisition Corp | Capital Goods,Arcfield Acquisition Corp,Arcfield Acquisition Corp,,Capital Goods,,,6000000.0,6000000.0,6000000.0,,100.0,5.0,,,,False,,,USD,6000000.0,Capital Goods,,First Lien,,2031-10,,,0.5,(x),,,5.0,,Industrials,Capital Goods,First Lien,,Arcfield Acquisition Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Arcwood Environmental (fka Heritage Environmental Services Inc) | Commercial & Professional Services 1,Arcwood Environmental,Arcwood Environmental,,Commercial & Professional Services,,,52400000.0,52100000.0,52400000.0,,100.0,5.3,,,,False,,,USD,52400000.0,Commercial & Professional Services,,First Lien,,2031-01,,,0.8,(k)(l)(v),,,5.3,,Industrials,Commercial & Professional Services,First Lien,,Arcwood Environmental
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Arcwood Environmental (fka Heritage Environmental Services Inc) | Commercial & Professional Services 2,Arcwood Environmental,Arcwood Environmental,,Commercial & Professional Services,,,16600000.0,16600000.0,16600000.0,,100.0,5.0,,,,False,,,USD,16600000.0,Commercial & Professional Services,,First Lien,,2031-01,,,0.8,(k)(l)(v),,,5.0,,Industrials,Commercial & Professional Services,First Lien,,Arcwood Environmental
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Arcwood Environmental (fka Heritage Environmental Services Inc) | Commercial & Professional Services 3,Arcwood Environmental,Arcwood Environmental,,Commercial & Professional Services,,,8000000.0,8000000.0,8000000.0,,100.0,5.3,,,,False,,,USD,8000000.0,Commercial & Professional Services,,First Lien,,2030-01,,,0.8,(x),,,5.3,,Industrials,Commercial & Professional Services,First Lien,,Arcwood Environmental
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Area Wide Protective Inc | Commercial & Professional Services 1,Area Wide Protective Inc,Area Wide Protective Inc,,Commercial & Professional Services,,,26400000.0,26300000.0,26400000.0,,100.0,4.5,,,,False,,,USD,26400000.0,Commercial & Professional Services,,First Lien,,2030-12,,,1.0,(k)(v),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,Area Wide Protective Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,ATX Networks Corp | Capital Goods 1,ATX Networks Corp,ATX Networks Corp,,Capital Goods,,,28900000.0,28900000.0,28900000.0,,100.0,6.0,,,,False,,,USD,28900000.0,Capital Goods,,First Lien,,2026-09,,,1.0,(ad)(v)(w),,,6.0,,Industrials,Capital Goods,First Lien,,ATX Networks Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,ATX Networks Corp | Capital Goods 2,ATX Networks Corp,ATX Networks Corp,,Capital Goods,,,72500000.0,94600000.0,97600000.0,,74.28,7.0,,,,False,,,USD,72500000.0,Capital Goods,,First Lien,,2026-09,,,1.0,(ad)(v)(w)(y)(z),,,7.0,,Industrials,Capital Goods,First Lien,,ATX Networks Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,AVE Holdings I Corp (fka Amerivet Partners Management Inc) | Health Care Equipment & Services 1,AVE Holdings I Corp,AVE Holdings I Corp,,Health Care Equipment & Services,,,,75000000.0,75200000.0,,,5.5,,,,False,,,USD,,,,,,,,,,,,,,,Health Care,Health Care Equipment & Services,Other,,AVE Holdings I Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,AVE Holdings I Corp | Health Care Equipment & Services 1,AVE Holdings I Corp,AVE Holdings I Corp,,Health Care Equipment & Services,,,61200000.0,,,,,,,,,False,,,USD,61200000.0,Health Care Equipment & Services,,First Lien,,2028-02,,,0.8,(l)(v),,,5.5,,Health Care,Health Care Equipment & Services,First Lien,,AVE Holdings I Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Avetta LLC | Software & Services 1,Avetta LLC,Avetta LLC,,Software & Services,,,12100000.0,12000000.0,12100000.0,,100.0,4.2,,,0.0,False,,,USD,12100000.0,Software & Services,,First Lien,,2031-07,,,0.5,(l)(v),,,4.2,,Information Technology,Software & Services,First Lien,,Avetta LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Avetta LLC | Software & Services 2,Avetta LLC,Avetta LLC,,Software & Services,,,1800000.0,1800000.0,1800000.0,,100.0,4.2,,,,False,,,USD,1800000.0,Software & Services,,First Lien,,2030-07,,,0.5,(x),,,4.2,,Information Technology,Software & Services,First Lien,,Avetta LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Avetta LLC | Software & Services 3,Avetta LLC,Avetta LLC,,Software & Services,,,800000.0,800000.0,800000.0,,100.0,4.3,,,,False,,,USD,800000.0,Software & Services,,First Lien,,2030-07,,,0.5,(x),,,4.3,,Information Technology,Software & Services,First Lien,,Avetta LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,BCA Marketplace Ltd | Commercial & Professional Services 1,BCA Marketplace Ltd,BCA Marketplace Ltd,,Commercial & Professional Services,,,7800000.0,7600000.0,5900000.0,,102.63,6.3,,,0.0,False,,,USD,7800000.0,Commercial & Professional Services,,First Lien,,2031-03,,,,(v)(w),,,6.3,,Industrials,Commercial & Professional Services,First Lien,,BCA Marketplace Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,BCA Marketplace Ltd | Commercial & Professional Services 2,BCA Marketplace Ltd,BCA Marketplace Ltd,,Commercial & Professional Services,,,5300000.0,5000000.0,4700000.0,,112.77,6.3,,,0.0,False,,,USD,5300000.0,Commercial & Professional Services,,First Lien,,2031-04,,,,(v)(w),,,6.3,,Industrials,Commercial & Professional Services,First Lien,,BCA Marketplace Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,BDO USA PA | Commercial & Professional Services 1,BDO USA PA,BDO USA PA,,Commercial & Professional Services,,,27600000.0,27400000.0,27700000.0,,99.64,5.0,,,,False,,,USD,27600000.0,Commercial & Professional Services,,First Lien,,2028-08,,,2.0,(k)(l)(v),,,5.0,,Industrials,Commercial & Professional Services,First Lien,,BDO USA PA
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,BDO USA PA | Commercial & Professional Services 2,BDO USA PA,BDO USA PA,,Commercial & Professional Services,,,1400000.0,1400000.0,1400000.0,,100.0,4.5,,,,False,,,USD,1400000.0,Commercial & Professional Services,,First Lien,,2028-08,,,2.0,(v),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,BDO USA PA
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Belk Inc | Consumer Discretionary Distribution & Retail,Belk Inc,Belk Inc,,Consumer Discretionary Distribution & Retail,,,20400000.0,20100000.0,20100000.0,,101.49,15.0,,,,False,,,USD,20400000.0,Consumer Discretionary Distribution & Retail,,First Lien,,2029-07,,,,(ac)(v),,,15.0,,Consumer Discretionary,Retailing,First Lien,,Belk Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,BGB Group LLC | Media & Entertainment 1,BGB Group LLC,BGB Group LLC,,Media & Entertainment,,,33900000.0,33900000.0,33900000.0,,100.0,5.3,,,,False,,,USD,33900000.0,Media & Entertainment,,First Lien,,2030-02,,,1.0,(l)(v),,,5.3,,Communication Services,Media & Entertainment,First Lien,,BGB Group LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Bonterra LLC | Software & Services 1,Bonterra LLC,Bonterra LLC,,Software & Services,,,148500000.0,150400000.0,151000000.0,,98.34,4.8,,,,False,,,USD,148500000.0,Software & Services,,First Lien,,2032-03,,,0.8,(k)(l)(p)(t)(v),,,4.8,,Information Technology,Software & Services,First Lien,,Bonterra LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cadence Education LLC | Consumer Services 1,Cadence Education LLC,Cadence Education LLC,,Consumer Services,,,14100000.0,14300000.0,14300000.0,,98.6,5.0,,,,False,,,USD,14100000.0,Consumer Services,,First Lien,,2031-05,,,0.8,(k)(v),,,5.0,,Consumer Discretionary,Consumer Services,First Lien,,Cadence Education LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cadence Education LLC | Consumer Services 2,Cadence Education LLC,Cadence Education LLC,,Consumer Services,,,8400000.0,8500000.0,8500000.0,,98.82,5.0,,,,False,,,USD,8400000.0,Consumer Services,,First Lien,,2030-05,,,0.8,(x),,,5.0,,Consumer Discretionary,Consumer Services,First Lien,,Cadence Education LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Cambrex Corp | Pharmaceuticals, Biotechnology & Life Sciences 1",Cambrex Corp,Cambrex Corp,,"Pharmaceuticals, Biotechnology & Life Sciences",,,48800000.0,48300000.0,48400000.0,,100.83,4.5,,,0.0,False,,,USD,48800000.0,"Pharmaceuticals, Biotechnology & Life Sciences",,First Lien,,2032-03,,,0.8,(l)(v),,,4.5,,Health Care,Health Care Equipment & Services,First Lien,,Cambrex Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Carrier Fire Protection | Commercial & Professional Services 1,Carrier Fire Protection,Carrier Fire Protection,,Commercial & Professional Services,,,2600000.0,2600000.0,2600000.0,,100.0,4.5,,,,False,,,USD,2600000.0,Commercial & Professional Services,,First Lien,,2030-07,,,0.5,(v),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,Carrier Fire Protection
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Carrier Fire Protection | Commercial & Professional Services 2,Carrier Fire Protection,Carrier Fire Protection,,Commercial & Professional Services,,,15100000.0,14700000.0,14600000.0,,103.42,4.5,,,0.0,False,,,USD,15100000.0,Commercial & Professional Services,,First Lien,,2031-07,,,0.5,(k)(l)(v),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,Carrier Fire Protection
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Circana Group (f.k.a. NPD Group) | Consumer Services 1,Circana Group (f.k.a. NPD Group),Circana Group (f.k.a. NPD Group),,Consumer Services,,,17500000.0,17300000.0,17300000.0,,101.16,4.3,,,,False,,,USD,17500000.0,Consumer Services,,First Lien,,2029-12,,,0.8,(k)(l)(v),,,4.3,,Consumer Discretionary,Consumer Services,First Lien,,Circana Group (f.k.a. NPD Group)
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Circana Group (f.k.a. NPD Group) | Consumer Services 2,Circana Group (f.k.a. NPD Group),Circana Group (f.k.a. NPD Group),,Consumer Services,,,4300000.0,4300000.0,4300000.0,,100.0,4.3,,,,False,,,USD,4300000.0,Consumer Services,,First Lien,,2028-12,,,0.8,(x),,,4.3,,Consumer Discretionary,Consumer Services,First Lien,,Circana Group (f.k.a. NPD Group)
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Civica Group Ltd | Software & Services 1,Civica Group Ltd,Civica Group Ltd,,Software & Services,,,13600000.0,13900000.0,11100000.0,,122.52,5.5,,,0.0,False,,,USD,13600000.0,Software & Services,,First Lien,,2030-08,,,,(v)(w),,,5.5,,Information Technology,Software & Services,First Lien,,Civica Group Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Clarience Technologies LLC | Capital Goods 1,Clarience Technologies LLC,Clarience Technologies LLC,,Capital Goods,,,106500000.0,107500000.0,107500000.0,,99.07,4.8,,,0.0,False,,,USD,106500000.0,Capital Goods,,First Lien,,2032-02,,,0.8,(k)(l)(p)(t)(v),,,4.8,,Industrials,Capital Goods,First Lien,Clarience Technologies,Clarience Technologies LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Clarience Technologies LLC | Capital Goods 3,Clarience Technologies LLC,Clarience Technologies LLC,,Capital Goods,,,11000000.0,11100000.0,11100000.0,,99.1,4.8,,,,False,,,USD,11000000.0,Capital Goods,,First Lien,,2031-02,,,0.8,(x),,,4.8,,Industrials,Capital Goods,First Lien,Clarience Technologies,Clarience Technologies LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CLEAResult Consulting Inc | Commercial & Professional Services 1,CLEAResult Consulting Inc,CLEAResult Consulting Inc,,Commercial & Professional Services,,,25700000.0,25300000.0,25400000.0,,101.18,4.8,,,0.0,False,,,USD,25700000.0,Commercial & Professional Services,,First Lien,,2031-08,,,0.8,(k)(l)(v),,,4.8,,Industrials,Commercial & Professional Services,First Lien,,CLEAResult Consulting Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,ClubCorp Club Operations Inc | Consumer Services 1,ClubCorp Club Operations Inc,ClubCorp Club Operations Inc,,Consumer Services,,,17900000.0,17900000.0,18000000.0,,99.44,4.8,,,,False,,,USD,17900000.0,Consumer Services,,First Lien,,2032-07,,,1.0,(k)(v),,,4.8,,Consumer Discretionary,Consumer Services,First Lien,,ClubCorp Club Operations Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,ClubCorp Club Operations Inc | Consumer Services 2,ClubCorp Club Operations Inc,ClubCorp Club Operations Inc,,Consumer Services,,,5700000.0,5700000.0,5700000.0,,100.0,5.0,,,,False,,,USD,5700000.0,Consumer Services,,First Lien,,2031-07,,,1.0,(x),,,5.0,,Consumer Discretionary,Consumer Services,First Lien,,ClubCorp Club Operations Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,ClubCorp Club Operations Inc | Consumer Services 3,ClubCorp Club Operations Inc,ClubCorp Club Operations Inc,,Consumer Services,,,3400000.0,3400000.0,3400000.0,,100.0,5.0,,,,False,,,USD,3400000.0,Consumer Services,,First Lien,,2032-07,,,1.0,(x),,,5.0,,Consumer Discretionary,Consumer Services,First Lien,,ClubCorp Club Operations Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Com Laude Group Ltd | Software & Services 1,Com Laude Group Ltd,Com Laude Group Ltd,,Software & Services,,,19900000.0,20300000.0,20300000.0,,98.03,5.0,,,,False,,,USD,19900000.0,Software & Services,,First Lien,,2032-12,,,0.8,(v)(w),,,5.0,,Information Technology,Software & Services,First Lien,,Com Laude Group Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Com Laude Group Ltd | Software & Services 4,Com Laude Group Ltd,Com Laude Group Ltd,,Software & Services,,,2900000.0,3000000.0,3000000.0,,96.67,5.3,,,,False,,,USD,2900000.0,Software & Services,,First Lien,,2032-12,,,0.8,(w)(x),,,5.3,,Information Technology,Software & Services,First Lien,,Com Laude Group Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Community Brands Inc | Software & Services 1,Community Brands Inc,Community Brands Inc,,Software & Services,,,52200000.0,54800000.0,55100000.0,,94.74,5.3,,,,False,,,USD,52200000.0,Software & Services,,First Lien,,2031-07,,,0.8,(k)(t)(v),,,5.3,,Information Technology,Software & Services,First Lien,,Community Brands Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Conservice LLC | Software & Services 1,Conservice LLC,Conservice LLC,,Software & Services,,,14100000.0,14300000.0,14300000.0,,98.6,4.5,,,,False,,,USD,14100000.0,Software & Services,,First Lien,,2033-02,,,0.8,(v),,,4.5,,Information Technology,Software & Services,First Lien,,Conservice LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Consilium Safety Group AB | Capital Goods,Consilium Safety Group AB,Consilium Safety Group AB,,Capital Goods,,,10600000.0,10500000.0,9800000.0,,108.16,5.5,,,0.0,False,,,USD,10600000.0,Capital Goods,,First Lien,,2031-04,,,,(w)(x),,,5.5,,Industrials,Capital Goods,First Lien,,Consilium Safety Group AB
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Corsearch Intermediate Inc | Software & Services,Corsearch Intermediate Inc,Corsearch Intermediate Inc,,Software & Services,,,26600000.0,29300000.0,30100000.0,,88.37,5.5,,,,False,,,USD,26600000.0,Software & Services,,First Lien,,2028-04,,,1.0,(l)(v),,,5.5,,Information Technology,Software & Services,First Lien,,Corsearch Intermediate Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CSafe Global | Transportation 1,CSafe Global,CSafe Global,,Transportation,,,106700000.0,106000000.0,101800000.0,,104.81,5.8,,,,False,,,USD,106700000.0,Transportation,,First Lien,,2028-12,,,0.8,(p)(t)(v),,,5.8,,Industrials,Transportation,First Lien,CSafe,CSafe Global
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,CSafe Global | Transportation 3,CSafe Global,CSafe Global,,Transportation,,,11500000.0,11500000.0,11500000.0,,100.0,5.8,,,,False,,,USD,11500000.0,Transportation,,First Lien,,2029-03,,,0.8,(v),,,5.8,,Industrials,Transportation,First Lien,CSafe,CSafe Global
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Cyncly Refinancing | Software & Services 1,Cyncly Refinancing,Cyncly Refinancing,,Software & Services,,,7600000.0,7900000.0,7900000.0,,96.2,4.8,,,,False,,,USD,7600000.0,Software & Services,,First Lien,,2032-04,,,,(v)(w),,,4.8,,Information Technology,Software & Services,First Lien,,Cyncly Refinancing
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dedalus Finance GmbH | Software & Services,Dedalus Finance GmbH,Dedalus Finance GmbH,,Software & Services,,,1100000.0,1100000.0,1000000.0,,110.0,3.8,,,,False,,,USD,1100000.0,Software & Services,,First Lien,,2030-05,,,,(aa)(v)(w),,,3.8,,Information Technology,Software & Services,First Lien,,Dedalus Finance GmbH
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental Care Alliance Inc | Health Care Equipment & Services 1,Dental Care Alliance Inc,Dental Care Alliance Inc,,Health Care Equipment & Services,,,63400000.0,72200000.0,74000000.0,,85.68,8.4,,,,False,,,USD,63400000.0,Health Care Equipment & Services,,First Lien,,2028-04,,,0.8,(v)(y)(z),,,8.4,,Health Care,Health Care Equipment & Services,First Lien,,Dental Care Alliance Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental Care Alliance Inc | Health Care Equipment & Services 2,Dental Care Alliance Inc,Dental Care Alliance Inc,,Health Care Equipment & Services,,,29600000.0,34500000.0,34500000.0,,85.8,6.4,,,,False,,,USD,29600000.0,Health Care Equipment & Services,,First Lien,,2028-04,,,0.8,(v)(y)(z),,,6.4,,Health Care,Health Care Equipment & Services,First Lien,,Dental Care Alliance Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental365 LLC | Health Care Equipment & Services 1,Dental365 LLC,Dental365 LLC,,Health Care Equipment & Services,,,41600000.0,41600000.0,41600000.0,,100.0,5.0,,,,False,,,USD,41600000.0,Health Care Equipment & Services,,First Lien,,2028-08,,,0.8,(k)(l)(v),,,5.0,,Health Care,Health Care Equipment & Services,First Lien,,Dental365 LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Dental365 LLC | Health Care Equipment & Services 3,Dental365 LLC,Dental365 LLC,,Health Care Equipment & Services,,,5100000.0,5100000.0,5100000.0,,100.0,5.0,,,,False,,,USD,5100000.0,Health Care Equipment & Services,,First Lien,,2028-05,,,0.8,(x),,,5.0,,Health Care,Health Care Equipment & Services,First Lien,,Dental365 LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DOXA Insurance Holdings LLC | Insurance 1,DOXA Insurance Holdings LLC,DOXA Insurance Holdings LLC,,Insurance,,,3200000.0,3300000.0,3300000.0,,96.97,4.5,,,,False,,,USD,3200000.0,Insurance,,First Lien,,2029-12,,,0.8,(v),,,4.5,,Financials,Insurance,First Lien,,DOXA Insurance Holdings LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DOXA Insurance Holdings LLC | Insurance 2,DOXA Insurance Holdings LLC,DOXA Insurance Holdings LLC,,Insurance,,,51700000.0,51900000.0,52000000.0,,99.42,4.5,,,,False,,,USD,51700000.0,Insurance,,First Lien,,2030-12,,,0.8,(k)(l)(v),,,4.5,,Financials,Insurance,First Lien,,DOXA Insurance Holdings LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,DuBois Chemicals Inc | Materials 1,DuBois Chemicals Inc,DuBois Chemicals Inc,,Materials,,,68800000.0,68600000.0,68800000.0,,100.0,5.0,,,,False,,,USD,68800000.0,Materials,,First Lien,,2031-06,,,0.8,(k)(l)(t)(v),,,5.0,,Materials,Materials,First Lien,,DuBois Chemicals Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Eagle Railcar Services Roscoe Inc | Transportation 1,Eagle Railcar Services Roscoe Inc,Eagle Railcar Services Roscoe Inc,,Transportation,,,31100000.0,31100000.0,31100000.0,,100.0,4.5,,,,False,,,USD,31100000.0,Transportation,,First Lien,,2032-06,,,0.5,(l),,,4.5,,Industrials,Transportation,First Lien,,Eagle Railcar Services Roscoe Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Envirotainer Ltd | Transportation,Envirotainer Ltd,Envirotainer Ltd,,Transportation,,,2800000.0,2800000.0,2700000.0,,103.7,5.0,,,0.0,False,,,USD,2800000.0,Transportation,,First Lien,,2029-07,,,,(w)(x),,,5.0,,Industrials,Transportation,First Lien,,Envirotainer Ltd
