bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw,sector_soi,affiliation_soi,investment_type_soi,base_rate_soi,maturity_soi,acq_soi,business_description,rate_floor_soi,footnotes,pct_net_assets_soi,interest_rate_soi,spread_soi,pik_rate_soi,gics_sector,gics_industry_group,type_canonical,common_name,legal_name
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Excelitas Technologies Corp | Technology Hardware & Equipment 1,Excelitas Technologies Corp,Excelitas Technologies Corp,,Technology Hardware & Equipment,,,24200000.0,24500000.0,24500000.0,,98.78,5.3,,,,False,,,USD,24200000.0,Technology Hardware & Equipment,,First Lien,,2029-08,,,0.8,(l),,,5.3,,Information Technology,Technology Hardware & Equipment,First Lien,,Excelitas Technologies Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Excelitas Technologies Corp | Technology Hardware & Equipment 2,Excelitas Technologies Corp,Excelitas Technologies Corp,,Technology Hardware & Equipment,,,2300000.0,2400000.0,2400000.0,,95.83,5.3,,,,False,,,USD,2300000.0,Technology Hardware & Equipment,,First Lien,,2028-08,,,0.8,(x),,,5.3,,Information Technology,Technology Hardware & Equipment,First Lien,,Excelitas Technologies Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Flexera Software LLC | Software & Services 1,Flexera Software LLC,Flexera Software LLC,,Software & Services,,,65500000.0,67900000.0,67900000.0,,96.47,4.5,,,0.0,False,,,USD,65500000.0,Software & Services,,First Lien,,2032-08,,,0.5,(k)(l)(p)(v),,,4.5,,Information Technology,Software & Services,First Lien,Flexera,Flexera Software LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Follett Software Co | Software & Services 1,Follett Software Co,Follett Software Co,,Software & Services,,,18600000.0,18700000.0,18800000.0,,98.94,4.5,,,,False,,,USD,18600000.0,Software & Services,,First Lien,,2031-08,,,0.5,(k)(t)(v),,,4.5,,Information Technology,Software & Services,First Lien,,Follett Software Co
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Follett Software Co | Software & Services 2,Follett Software Co,Follett Software Co,,Software & Services,,,5500000.0,5600000.0,5600000.0,,98.21,4.5,,,,False,,,USD,5500000.0,Software & Services,,First Lien,,2030-08,,,0.5,(x),,,4.5,,Information Technology,Software & Services,First Lien,,Follett Software Co
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Fortnox AB | Software & Services,Fortnox AB,Fortnox AB,,Software & Services,,,8500000.0,9000000.0,85700000.0,,9.92,4.3,,,0.0,False,,,USD,8500000.0,Software & Services,,First Lien,,2032-06,,,,(w)(x),,,4.3,,Information Technology,Software & Services,First Lien,,Fortnox AB
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Foundation Consumer Brands LLC | Pharmaceuticals, Biotechnology & Life Sciences 1",Foundation Consumer Brands LLC,Foundation Consumer Brands LLC,,"Pharmaceuticals, Biotechnology & Life Sciences",,,77700000.0,76300000.0,77700000.0,,100.0,5.0,,,,False,,,USD,77700000.0,"Pharmaceuticals, Biotechnology & Life Sciences",,First Lien,,2029-02,,,1.0,(k)(l)(v),,,5.0,,Health Care,Health Care Equipment & Services,First Lien,,Foundation Consumer Brands LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Foundation Risk Partners Corp | Insurance 1,Foundation Risk Partners Corp,Foundation Risk Partners Corp,,Insurance,,,11800000.0,11800000.0,11800000.0,,100.0,4.8,,,,False,,,USD,11800000.0,Insurance,,First Lien,,2029-10,,,0.8,(v),,,4.8,,Financials,Insurance,First Lien,,Foundation Risk Partners Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Foundation Risk Partners Corp | Insurance 2,Foundation Risk Partners Corp,Foundation Risk Partners Corp,,Insurance,,,99900000.0,99400000.0,99900000.0,,100.0,4.8,,,,False,,,USD,99900000.0,Insurance,,First Lien,,2030-10,,,0.8,(k)(l)(v),,,4.8,,Financials,Insurance,First Lien,,Foundation Risk Partners Corp
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Frontline Road Safety LLC | Capital Goods 1,Frontline Road Safety LLC,Frontline Road Safety LLC,,Capital Goods,,,105900000.0,105600000.0,106100000.0,,99.81,5.0,,,2.3,True,,,USD,105900000.0,Capital Goods,,First Lien,,2032-03,,,,(k)(l)(v),,,5.0,,Industrials,Capital Goods,First Lien,,Frontline Road Safety LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Frontline Road Safety LLC | Capital Goods 2,Frontline Road Safety LLC,Frontline Road Safety LLC,,Capital Goods,,,29900000.0,30000000.0,30000000.0,,99.67,4.8,,,,False,,,USD,29900000.0,Capital Goods,,First Lien,,2032-03,,,,(x),,,4.8,,Industrials,Capital Goods,First Lien,,Frontline Road Safety LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Fullsteam Holdings LLC | Software & Services 1,Fullsteam Holdings LLC,Fullsteam Holdings LLC,,Software & Services,,,45900000.0,47600000.0,48000000.0,,95.62,5.3,,,0.0,False,,,USD,45900000.0,Software & Services,,First Lien,,2031-08,,,0.8,(k)(v),,,5.3,,Information Technology,Software & Services,First Lien,,Fullsteam Holdings LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 1,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,120600000.0,123000000.0,123100000.0,,97.97,6.3,,,,False,,,USD,120600000.0,Consumer Durables & Apparel,,First Lien,,2028-05,,,1.0,(v),,,6.3,,Consumer Discretionary,Consumer Durables & Apparel,First Lien,"Sequential Brands Group, Inc",Galaxy Universal LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 2,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,63700000.0,65900000.0,65900000.0,,96.66,5.5,,,,False,,,USD,63700000.0,Consumer Durables & Apparel,,First Lien,,2028-05,,,1.0,(v),,,5.5,,Consumer Discretionary,Consumer Durables & Apparel,First Lien,"Sequential Brands Group, Inc",Galaxy Universal LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galaxy Universal LLC | Consumer Durables & Apparel 4,Galaxy Universal LLC,Galaxy Universal LLC,,Consumer Durables & Apparel,,,49800000.0,50900000.0,51500000.0,,96.7,5.8,,,,False,,,USD,49800000.0,Consumer Durables & Apparel,,First Lien,,2028-05,,,1.0,(v),,,5.8,,Consumer Discretionary,Consumer Durables & Apparel,First Lien,"Sequential Brands Group, Inc",Galaxy Universal LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Galway Partners Holdings LLC | Insurance 1,Galway Partners Holdings LLC,Galway Partners Holdings LLC,,Insurance,,,91100000.0,90400000.0,91100000.0,,100.0,4.5,,,,False,,,USD,91100000.0,Insurance,,First Lien,,2028-09,,,0.8,(v),,,4.5,,Financials,Insurance,First Lien,Galway Insurance,Galway Partners Holdings LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,GE Digital LLC | Software & Services 1,GE Digital LLC,GE Digital LLC,,Software & Services,,,29600000.0,29600000.0,29700000.0,,99.66,4.8,,,,False,,,USD,29600000.0,Software & Services,,First Lien,,2033-03,,,0.8,(t)(v),,,4.8,,Information Technology,Software & Services,First Lien,,GE Digital LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,General Datatech LP | Software & Services,General Datatech LP,General Datatech LP,,Software & Services,,,104500000.0,106600000.0,107000000.0,,97.66,6.3,,,,False,,,USD,104500000.0,Software & Services,,First Lien,,2027-06,,,1.0,(k)(l)(t)(v),,,6.3,,Information Technology,Software & Services,First Lien,GDT,General Datatech LP
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Gigamon Inc | Software & Services 1,Gigamon Inc,Gigamon Inc,,Software & Services,,,98100000.0,103100000.0,103700000.0,,94.6,5.8,,,,False,,,USD,98100000.0,Software & Services,,First Lien,,2029-03,,,0.8,(i)(v),,,5.8,,Information Technology,Software & Services,First Lien,,Gigamon Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Gigamon Inc | Software & Services 2,Gigamon Inc,Gigamon Inc,,Software & Services,,,8800000.0,9300000.0,9300000.0,,94.62,5.8,,,,False,,,USD,8800000.0,Software & Services,,First Lien,,2028-03,,,0.8,(x),,,5.8,,Information Technology,Software & Services,First Lien,,Gigamon Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Gracent LLC | Health Care Equipment & Services,Gracent LLC,Gracent LLC,,Health Care Equipment & Services,,,26800000.0,34100000.0,37100000.0,,72.24,12.0,,,,False,,,USD,26800000.0,Health Care Equipment & Services,,First Lien,,2027-02,,,,(ad)(v)(y)(z),,,12.0,,Health Care,Health Care Equipment & Services,First Lien,,Gracent LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Granicus Inc | Software & Services 1,Granicus Inc,Granicus Inc,,Software & Services,,,16600000.0,16500000.0,16600000.0,,100.0,5.8,,,2.3,True,,,USD,16600000.0,Software & Services,,First Lien,,2031-01,,,0.8,(l)(v),,,5.8,,Information Technology,Software & Services,First Lien,,Granicus Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Granicus Inc | Software & Services 2,Granicus Inc,Granicus Inc,,Software & Services,,,8400000.0,8400000.0,8400000.0,,100.0,5.3,,,2.3,True,,,USD,8400000.0,Software & Services,,First Lien,,2031-01,,,0.8,(l)(v),,,5.3,,Information Technology,Software & Services,First Lien,,Granicus Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Hargreaves Lansdown Ltd | Financial Services,Hargreaves Lansdown Ltd,Hargreaves Lansdown Ltd,,Financial Services,,,28300000.0,27600000.0,21700000.0,,102.54,5.0,,,0.0,False,,,USD,28300000.0,Financial Services,,First Lien,,2032-03,,,,(v)(w),,,5.0,,Financials,Diversified Financials,First Lien,,Hargreaves Lansdown Ltd
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Heniff Transportation Systems LLC | Transportation 1,Heniff Transportation Systems LLC,Heniff Transportation Systems LLC,,Transportation,,,76200000.0,85600000.0,86800000.0,,87.79,6.0,,,,False,,,USD,76200000.0,Transportation,,First Lien,,2026-12,,,1.0,(v),,,6.0,,Industrials,Transportation,First Lien,Heniff,Heniff Transportation Systems LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Heniff Transportation Systems LLC | Transportation 3,Heniff Transportation Systems LLC,Heniff Transportation Systems LLC,,Transportation,,,11000000.0,12400000.0,12500000.0,,88.0,6.5,,,,False,,,USD,11000000.0,Transportation,,First Lien,,2026-12,,,1.0,(l)(v),,,6.5,,Industrials,Transportation,First Lien,Heniff,Heniff Transportation Systems LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Hibu Inc | Commercial & Professional Services 1,Hibu Inc,Hibu Inc,,Commercial & Professional Services,,,139500000.0,137600000.0,139100000.0,,100.29,6.3,,,,False,,,USD,139500000.0,Commercial & Professional Services,,First Lien,,2027-05,,,1.0,(l)(p)(t)(v),,,6.3,,Industrials,Commercial & Professional Services,First Lien,,Hibu Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Higginbotham Insurance Agency Inc | Insurance 1,Higginbotham Insurance Agency Inc,Higginbotham Insurance Agency Inc,,Insurance,,,6900000.0,7000000.0,7000000.0,,98.57,4.5,,,,False,,,USD,6900000.0,Insurance,,First Lien,,2031-06,,,1.0,(v),,,4.5,,Financials,Insurance,First Lien,,Higginbotham Insurance Agency Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Highgate Hotels Inc | Consumer Services 1,Highgate Hotels Inc,Highgate Hotels Inc,,Consumer Services,,,41300000.0,41100000.0,41300000.0,,100.0,5.5,,,,False,,,USD,41300000.0,Consumer Services,,First Lien,,2029-11,,,1.0,(k)(l)(v),,,5.5,,Consumer Discretionary,Consumer Services,First Lien,,Highgate Hotels Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,HM Dunn Co Inc | Capital Goods 1,HM Dunn Co Inc,HM Dunn Co Inc,,Capital Goods,,,29200000.0,29200000.0,29200000.0,,100.0,6.0,,,0.0,False,,,USD,29200000.0,Capital Goods,,First Lien,,2031-06,,,1.0,(ad)(v),,,6.0,,Industrials,Capital Goods,First Lien,HM Dunn Aerospace,HM Dunn Co Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 1,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,2500000.0,2500000.0,2500000.0,,100.0,4.8,,,,False,,,USD,2500000.0,Financial Services,,First Lien,,2031-08,,,0.8,(v),,,4.8,,Financials,Diversified Financials,First Lien,,Homrich & Berg Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 2,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,6300000.0,6300000.0,6300000.0,,100.0,4.8,,,,False,,,USD,6300000.0,Financial Services,,First Lien,,2031-11,,,0.8,(k)(v),,,4.8,,Financials,Diversified Financials,First Lien,,Homrich & Berg Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Homrich & Berg Inc | Financial Services 5,Homrich & Berg Inc,Homrich & Berg Inc,,Financial Services,,,6200000.0,6200000.0,6200000.0,,100.0,4.5,,,,False,,,USD,6200000.0,Financial Services,,First Lien,,2031-11,,,0.8,(x),,,4.5,,Financials,Diversified Financials,First Lien,,Homrich & Berg Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Horizon CTS Buyer LLC | Capital Goods 1,Horizon CTS Buyer LLC,Horizon CTS Buyer LLC,,Capital Goods,,,112100000.0,112100000.0,112400000.0,,99.73,4.8,,,0.0,False,,,USD,112100000.0,Capital Goods,,First Lien,,2032-03,,,0.8,(k)(l)(t)(v),,,4.8,,Industrials,Capital Goods,First Lien,,Horizon CTS Buyer LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"Industria Chimica Emiliana Srl | Pharmaceuticals, Biotechnology & Life Sciences",Industria Chimica Emiliana Srl,Industria Chimica Emiliana Srl,,"Pharmaceuticals, Biotechnology & Life Sciences",,,84900000.0,89700000.0,75200000.0,,112.9,5.8,,,1.0,True,,,USD,84900000.0,"Pharmaceuticals, Biotechnology & Life Sciences",,First Lien,,2028-09,,,,(v)(w),,,5.8,,Health Care,Health Care Equipment & Services,First Lien,ICE Pharma,Industria Chimica Emiliana Srl
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Industry City TI Lessor LP | Consumer Services,Industry City TI Lessor LP,Industry City TI Lessor LP,,Consumer Services,,,8100000.0,8100000.0,8100000.0,,100.0,13.4,,,7.8,True,,,USD,8100000.0,Consumer Services,,First Lien,,2026-06,,,,(v),,,13.4,,Consumer Discretionary,Consumer Services,First Lien,,Industry City TI Lessor LP
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Inhabit IQ | Software & Services 1,Inhabit IQ,Inhabit IQ,,Software & Services,,,5800000.0,5800000.0,5800000.0,,100.0,4.5,,,0.0,False,,,USD,5800000.0,Software & Services,,First Lien,,2032-01,,,0.8,(x),,,4.5,,Information Technology,Software & Services,First Lien,,Inhabit IQ
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,"iNova Pharmaceuticals (Australia) Pty Limited | Pharmaceuticals, Biotechnology & Life Sciences",iNova Pharmaceuticals (Australia) Pty Limited,iNova Pharmaceuticals (Australia) Pty Limited,,"Pharmaceuticals, Biotechnology & Life Sciences",,,2500000.0,2500000.0,3900000.0,,64.1,4.8,,,0.0,False,,,USD,2500000.0,"Pharmaceuticals, Biotechnology & Life Sciences",,First Lien,,2031-11,,,0.5,(w)(x),,,4.8,,Health Care,Health Care Equipment & Services,First Lien,,iNova Pharmaceuticals (Australia) Pty Limited
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insight Global LLC | Commercial & Professional Services 1,Insight Global LLC,Insight Global LLC,,Commercial & Professional Services,,,98800000.0,98500000.0,98800000.0,,100.0,5.0,,,,False,,,USD,98800000.0,Commercial & Professional Services,,First Lien,,2028-09,,,0.8,(i)(k)(l)(v),,,5.0,,Industrials,Commercial & Professional Services,First Lien,,Insight Global LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Insightsoftware.Com Inc | Software & Services 1,Insightsoftware.Com Inc,Insightsoftware.Com Inc,,Software & Services,,,67300000.0,70200000.0,70200000.0,,95.87,5.3,,,,False,,,USD,67300000.0,Software & Services,,First Lien,,2028-05,,,0.8,(v),,,5.3,,Information Technology,Software & Services,First Lien,,Insightsoftware.Com Inc
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrated Power Services LLC | Commercial & Professional Services 1,Integrated Power Services LLC,Integrated Power Services LLC,,Commercial & Professional Services,,,26900000.0,26900000.0,26900000.0,,100.0,4.8,,,,False,,,USD,26900000.0,Commercial & Professional Services,,First Lien,,2031-11,,,0.8,(p)(v),,,4.8,,Industrials,Commercial & Professional Services,First Lien,,Integrated Power Services LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrated Power Services LLC | Commercial & Professional Services 2,Integrated Power Services LLC,Integrated Power Services LLC,,Commercial & Professional Services,,,4400000.0,4400000.0,4400000.0,,100.0,4.5,,,,False,,,USD,4400000.0,Commercial & Professional Services,,First Lien,,2030-11,,,0.8,(x),,,4.5,,Industrials,Commercial & Professional Services,First Lien,,Integrated Power Services LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Integrity Marketing Group LLC | Insurance 1,Integrity Marketing Group LLC,Integrity Marketing Group LLC,,Insurance,,,99000000.0,99000000.0,99000000.0,,100.0,5.0,,,,False,,,USD,99000000.0,Insurance,,First Lien,,2028-08,,,0.8,(k)(l)(v),,,5.0,,Financials,Insurance,First Lien,,Integrity Marketing Group LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,J S Held LLC | Insurance 1,J S Held LLC,J S Held LLC,,Insurance,,,95400000.0,95300000.0,95400000.0,,100.0,4.8,,,,False,,,USD,95400000.0,Insurance,,First Lien,,2028-06,,,1.0,(v),,,4.8,,Financials,Insurance,First Lien,J.S. Held,J S Held LLC
FSK,0001422183,0001628280-26-033118,10-Q,2026-03-31,2026-05-11,Jeppesen Holdings LLC | Software & Services,Jeppesen Holdings LLC,Jeppesen Holdings LLC,,Software & Services,,,2400000.0,2400000.0,2400000.0,,100.0,4.8,,,,False,,,USD,2400000.0,Software & Services,,First Lien,,2032-10,,,0.5,(w)(x),,,4.8,,Information Technology,Software & Services,First Lien,,Jeppesen Holdings LLC
