bdc,cik,accession,form,period_end,file_date,identifier,entity,company,type,sector,desc,affil,fv,cost,par,shares,mark,spread,rate,base_rate,pik_rate,pik,maturity,acq,ccy,fv_raw,sector_soi,affiliation_soi,investment_type_soi,base_rate_soi,maturity_soi,acq_soi,business_description,rate_floor_soi,footnotes,pct_net_assets_soi,interest_rate_soi,spread_soi,pik_rate_soi,gics_sector,gics_industry_group,type_canonical,common_name,legal_name
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Advanced Cooling Technologies, Inc. | One stop 1 | Non-Affiliated Issuer","Advanced Cooling Technologies, Inc.","Advanced Cooling Technologies, Inc.",First Lien,,,,416000.0,417000.0,418000.0,,99.52,4.5,8.14,,,False,,,USD,416000.0,Aerospace & Defense,Unaffiliated,One stop,,2033-05,,,,,,8.14,4.5,,Industrials,Capital Goods,First Lien,,"Advanced Cooling Technologies, Inc."
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"RJW Group Holdings, Inc. | One stop 4 | Non-Affiliated Issuer","RJW Group Holdings, Inc.","RJW Group Holdings, Inc.",First Lien,,,,-3000.0,-1000.0,0.0,,300.0,,,,,False,,,USD,-3000.0,Air Freight & Logistics,Unaffiliated,One stop,,2031-11,,,,,,,,,Industrials,Transportation,First Lien,RJW Logistics,"RJW Group Holdings, Inc."
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Arnott, LLC | One stop 1 | Non-Affiliated Issuer","Arnott, LLC","Arnott, LLC",First Lien,,,,5103000.0,5251000.0,5290000.0,,96.47,4.75,8.49,,,False,,,USD,5103000.0,Auto Components,Unaffiliated,One stop,,2030-11,,,,,0.1,8.49,4.75,,Consumer Discretionary,Automobiles & Components,First Lien,,"Arnott, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Collision SP Subco, LLC | One stop 1 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,4315000.0,4265000.0,4315000.0,,100.0,4.75,8.41,,,False,,,USD,4315000.0,Auto Components,Unaffiliated,One stop,,2030-01,,,,,0.1,8.41,4.75,,Consumer Discretionary,Automobiles & Components,First Lien,,"Collision SP Subco, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Collision SP Subco, LLC | One stop 3 | Non-Affiliated Issuer","Collision SP Subco, LLC","Collision SP Subco, LLC",First Lien,,,,0.0,-2000.0,0.0,,-0.0,,,,,False,,,USD,0.0,,,,,,,,,,,,,,Consumer Discretionary,Automobiles & Components,First Lien,,"Collision SP Subco, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Covercraft Parent III, Inc. | Senior secured 1 | Non-Affiliated Issuer","Covercraft Parent III, Inc.","Covercraft Parent III, Inc.",First Lien,,,,6133000.0,8012000.0,8401000.0,,73.0,5.0,5.32,,3.5,True,,,USD,6133000.0,Auto Components,Unaffiliated,Senior secured,,2029-08,,,,,0.2,5.32,5.0,,Consumer Discretionary,Automobiles & Components,First Lien,,"Covercraft Parent III, Inc."
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"North Haven Falcon Buyer, LLC | One stop 1 | Non-Affiliated Issuer","North Haven Falcon Buyer, LLC","North Haven Falcon Buyer, LLC",First Lien,,,,3771000.0,3789000.0,4544000.0,,82.99,7.5,6.15,,5.0,True,,,USD,3771000.0,Auto Components,Unaffiliated,One stop,,2029-11,,,,,,6.15,7.5,,Consumer Discretionary,Automobiles & Components,First Lien,,"North Haven Falcon Buyer, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"OEConnection, LLC | One stop 1 | Non-Affiliated Issuer","OEConnection, LLC","OEConnection, LLC",First Lien,,,,12296000.0,12202000.0,12249000.0,,100.38,4.5,8.14,,,False,,,USD,12296000.0,Auto Components,Unaffiliated,One stop,,2032-12,,,,,0.4,8.14,4.5,,Consumer Discretionary,Automobiles & Components,First Lien,,"OEConnection, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"OEConnection, LLC | One stop 2 | Non-Affiliated Issuer","OEConnection, LLC","OEConnection, LLC",First Lien,,,,3000.0,-6000.0,0.0,,-50.0,,,,,False,,,USD,3000.0,Auto Components,Unaffiliated,One stop,,2032-12,,,,,,,,,Consumer Discretionary,Automobiles & Components,First Lien,,"OEConnection, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"OEConnection, LLC | One stop 3 | Non-Affiliated Issuer","OEConnection, LLC","OEConnection, LLC",First Lien,,,,26000.0,-26000.0,0.0,,-100.0,,,,,False,,,USD,26000.0,Auto Components,Unaffiliated,One stop,,2031-04,,,,,,,,,Consumer Discretionary,Automobiles & Components,First Lien,,"OEConnection, LLC"
GBDC,0001476765,0001476765-26-000048,10-Q,2026-06-30,2026-08-03,"Bolt Purchaser, LLC | One stop 1 | Non-Affiliated Issuer","Bolt Purchaser, LLC","Bolt Purchaser, LLC",First Lien,,,,453000.0,453000.0,455000.0,,99.56,4.75,8.48,,,False,,,USD,453000.0,Automobiles,Unaffiliated,One stop,,2033-06,,,,,,8.48,4.75,,Consumer Discretionary,Automobiles & Components,First Lien,,"Bolt Purchaser, LLC"
